"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
16,0.6,0.4,0.75,0.25,0.001,2,0.2,"relu",0.2,0.7,1351.015625,21.217,0.820559166483074,0.638215963563186,-32.2023437696996,-10.7481529839747,0.359930447227833,0.0287050569851021,1.97511516819542,1.38051025261793,0.2331509587254,0.100707517321901,0.527066994105647,0.216717749762917,0,9,1
17,1,0.8,0.75,0.25,0.002,1,0.1,"relu",0.5,0.3,968.098510742188,16.308,0.915368525920528,0.605290739169707,-23.0499047755491,-13.931587334894,0.597342364755058,-0.949917191315733,3.93735106736492,1.65960346344937,0.437822248500232,0.124618514368342,0.711425167084543,0.199630245127266,0,13,1
18,0.8,1,0,0.5,0.001,2,0.1,"relu",0.7,0.7,1071.17626953125,17.449,0.896861359581661,0.627509791795506,-25.5045719991371,-12.3317086846595,0.541234127592634,-0.321955476464786,2.9887521101782,1.5418549021284,0.383127931436303,0.128294486253861,0.669705336827639,0.205123191131802,0,10,1
19,0.4,0,1,0.5,0.002,2,0.2,"relu",0.2,0.5,1202.12561035156,20.001,0.869029952223084,0.694344722370516,-28.6226585480022,-10.1051575976166,0.460523993551197,0.117883218018147,2.45081544905287,1.64649584360125,0.305070419356802,0.154759898667581,0.612501602546716,0.310248841137649,0,5,1
20,0.2,0.2,0.5,0.5,0.002,1,0.2,"relu",0.6,0.6,1074.02941894531,18.011,0.898115160543961,0.634924345936251,-25.5719800693717,-11.4915221132206,0.540478016955607,-0.135443263787177,3.01915109439124,1.63361346607239,0.3773652665201,0.132319092236424,0.673890606374461,0.219601961085443,0,12,1
21,0.6,1,0.75,0,0.002,2,0.1,"relu",0.5,0.8,1041.51440429688,17.386,0.903981777457972,0.605799346523553,-24.7988338613477,-13.2373362913848,0.55761109466534,-0.568054191562708,3.39915401144487,1.60472740167621,0.391485933905935,0.105722538044387,0.684321622160267,0.169883442174116,0,11,1
22,0,0.8,0,0.5,0.002,1,0.1,"relu",0.8,0,818.443359375,14.474,0.945467255776675,0.646409985150065,-19.4868432371802,-14.9375155693239,0.682163800735128,-1.14499311454571,4.95518380126567,1.6656275837722,0.517242422446375,0.137153884102144,0.773689264125359,0.198955078693899,0,7,1
23,0,1,1,0.25,0.002,1,0.2,"relu",0.1,0.5,1056.08374023438,18.306,0.898420069692318,0.644727964569234,-25.1448803274851,-11.5782430022923,0.545144267219084,-0.160037112607016,3.27429526900703,1.63638664660936,0.379944513330993,0.132590416357824,0.674163555398674,0.236926834296504,0,10,1
24,0.6,0.2,1,0.25,0.001,1,0.1,"relu",0.2,0.2,1092.74658203125,17.703,0.887914797672612,0.627148551404504,-26.0184216203311,-11.8342479880442,0.522427247961643,-0.192192255571041,3.07360435853958,1.69468943706575,0.369106414700158,0.132037016082842,0.650694945536046,0.231777389869903,0,7,1
25,0.2,0.6,0.75,0.75,0.002,2,0.1,"relu",0.3,1,1055.15600585938,16.97,0.884336182461858,0.596514398300113,-26.0852994515066,-12.9757721353182,0.52231911200415,-0.469652043313649,3.07799041635748,1.55398704818984,0.372282410448943,0.111919276415629,0.646444907752881,0.166305977451815,0,13,1
26,0.4,0.4,1,1,0.001,1,0.1,"relu",0.3,0.1,1040.1611328125,17.412,0.903868926075613,0.637445032187096,-24.7662791904622,-12.5523386911378,0.556924543889637,-0.388155130571698,3.23848916895987,1.62560357688201,0.398405351766204,0.125094894200439,0.684463493712973,0.199274454956563,0,9,1
27,0.8,0.4,0,0.25,0.002,2,0.1,"relu",1,0.6,960.541381835938,15.648,0.91355840716877,0.605042499387737,-22.8696516257849,-15.700794349778,0.602453653798372,-2.14663721743612,3.94983306552578,1.88068918020582,0.447970518199461,0.132393258628449,0.708604410435197,0.19230806979658,0,12,1
28,0.6,0,1,0.75,0.002,2,0.2,"relu",0.8,0.5,1227.62866210938,20.914,0.861333534480504,0.664844653435923,-29.2296729668265,-10.5651676549933,0.441315030282441,0.0482188046566375,2.499833615139,1.64141801104828,0.293834169614331,0.141245021151318,0.600058395341671,0.266042920359232,0,5,1
29,0.6,1,1,0.75,0.001,1,0.2,"relu",0.8,0.7,1213.95556640625,19.236,0.865562086531876,0.607731895529515,-28.903424765052,-11.0362613701592,0.451652157250601,-0.0446859838536761,2.6052054405039,1.5181714872759,0.299204180215705,0.105360535264224,0.607967304621297,0.185809733748255,0,11,1
30,1,1,1,0.75,0.001,2,0.2,"relu",1,0,1331.37377929688,21.441,0.827142005851636,0.631912700761907,-31.7091207895528,-10.7132886390468,0.374066450477334,0.014335604055817,2.04161858007131,1.44287977491118,0.241977151441395,0.107368810069153,0.539561210906926,0.221719124742099,0,8,1
31,1,0.2,1,0.75,0.001,2,0.1,"relu",0.9,0.5,1194.27319335938,18.95,0.862487253598759,0.644887013339394,-28.4346707962869,-11.3829323566479,0.464033178956631,-0.116279991479724,2.62898456231427,1.59493378460819,0.321132795180565,0.13109676942573,0.607427387504574,0.24808758353393,0,7,1
32,0.8,0.6,1,0.25,0.002,1,0.1,"relu",0.6,0.6,1075.23510742188,17.697,0.883335875423089,0.632134243989403,-25.6003805667509,-12.8406577115668,0.5353413121017,-0.650741914636496,3.25569956845696,1.70100688849028,0.384978976812557,0.135245685604265,0.649044191251983,0.22286607400126,0,8,1
33,0.2,0,0.75,0.25,0.002,1,0.2,"relu",0.4,0.6,1071.86376953125,17.948,0.899095010141252,0.646033333582937,-25.5205719032061,-11.3097585132374,0.542946897319717,-0.106552848037847,3.12091050874851,1.62920955704427,0.373238668284816,0.131723391310919,0.673322968875937,0.244528353304884,0,7,1
34,1,0.4,0.75,0.75,0.001,1,0.2,"relu",0,0.2,1134.64807128906,16.977,0.822570155940055,0.632071358609057,-32.811073369301,-10.9629467158782,0.351694185996588,7.86664138453669e-05,1.82518329555341,1.33013999330994,0.209985910539642,0.0872335073233472,0.526004295967214,0.224501626375733,0,7,1
35,0,0.6,1,1,0.001,1,0.2,"relu",0.1,1,1095.91918945312,17.63,0.880772680872804,0.641717820686075,-27.7157726746808,-10.6118884134173,0.48400874946543,0.0244404358046744,2.7115297618829,1.58240569508914,0.318782579335719,0.136560161008848,0.635160955172517,0.256657827889447,0,8,1
36,0.6,0.2,0.25,0.75,0.002,2,0.2,"relu",0,0.5,1145.3310546875,16.905,0.804607455429927,0.632650946936661,-33.006444776747,-10.5660183001171,0.339291801482146,0.0394173499113239,1.93107019385732,1.4440860907612,0.219767932965344,0.104939999766755,0.502903768861782,0.208091695609757,0,10,1
37,0.2,0.2,0.25,0.75,0.001,2,0.1,"relu",0.2,0.3,1184.21166992188,18.872,0.866187781807967,0.623505003961353,-28.1962260237794,-11.3826017688111,0.469300997731897,-0.138550832829122,2.62572047642283,1.59178757449815,0.320911655607077,0.129937023130914,0.612291363617396,0.226317572572114,0,11,1
38,1,0.4,0.5,0.5,0.001,2,0.2,"relu",0,0.5,1284.91540527344,18.105,0.77121307309245,0.600059921339683,-36.150762906821,-11.1008706376353,0.247882900414786,-0.0185673311544974,1.52697404696721,1.17708112341744,0.140186463081588,0.0493937918538348,0.442668240205676,0.149816145577971,0,14,1
39,0.6,0.6,0.75,0.75,0.001,2,0.1,"relu",0.2,0.7,1180.53283691406,18.623,0.867702955216419,0.629147814266862,-28.1068291672906,-11.3253105333038,0.471543844451261,-0.088348810259404,2.74593562698593,1.61505201400497,0.325430191552053,0.130236595477538,0.612650200948633,0.231389882969742,0,9,1
40,1,0.6,0.75,1,0.002,1,0.1,"relu",0.5,0.1,881.452941894531,16.558,0.934562528933693,0.62466512397068,-20.987106637417,-13.76985106059,0.647667912917415,-0.852300488230063,4.07404404860873,1.60012271464477,0.480904403859617,0.130527520632226,0.746436133800823,0.206016381116544,0,10,1
41,0.4,0,1,0,0.001,2,0.2,"relu",0.3,0.6,1314.87292480469,20.511,0.832202582078682,0.651090394393966,-31.3064656647618,-10.470461536035,0.387045381863752,0.0557557845266789,2.10877840810518,1.5085874265641,0.253494275721119,0.131403464298578,0.550780182035302,0.251765049357806,0,4,1
42,0.4,0,0,1,0.001,1,0.1,"relu",0.1,0,973.737243652344,16.036,0.914529692959555,0.624491967101094,-23.18394617265,-13.9639899156916,0.598070422672773,-0.967307889146877,3.83628961343777,1.64184725380629,0.440281522004134,0.125642086681262,0.706384001418925,0.187607241524391,0,9,1
43,1,0.6,0,1,0.002,2,0.2,"relu",0.7,0.8,1095.59655761719,17.99,0.887123511664743,0.617302848900071,-26.0863521345835,-12.7471825014579,0.525183112178219,-0.462754729194594,3.06900284831088,1.59911342569244,0.369628298865245,0.123857660438719,0.655221219730135,0.195552454790952,0,9,1
44,0,0.4,0.75,0.5,0.001,1,0.2,"relu",0.5,0.8,1218.2607421875,19.264,0.858427368963312,0.607703995005582,-29.0060357032143,-11.0882681765504,0.44583145023393,-0.0633074235945627,2.54196734653354,1.56977885786057,0.296444582389357,0.111171964617943,0.599814308383982,0.19709435062896,0,9,1
45,0.2,0.8,0.25,0,0.002,2,0.1,"relu",0.2,0.7,1061.97192382812,17.086,0.893721550379544,0.617203178215083,-25.2865808064997,-12.4357066158972,0.541441942946496,-0.407562584440085,3.09140367201744,1.61788391319565,0.384099216136765,0.125027746417915,0.663574923259879,0.207791587517806,0,12,1
46,0.6,1,0,0.25,0.001,2,0.2,"relu",0,0.9,1191.6591796875,17.133,0.809351784653965,0.577666245424182,-33.2719577626471,-11.6261682003692,0.33394592481509,-0.112364482039798,1.85459012693441,1.2588959170399,0.204541765640183,0.0546046981932765,0.508074388643714,0.120548336836025,0,13,1
47,1,0.4,0.25,0.5,0.002,1,0.2,"relu",0.4,0.7,1168.44409179688,19.777,0.869906204758718,0.627054612421676,-27.8194888583075,-11.6389583682014,0.480914087252596,-0.140257736517009,2.86902049893938,1.71623389111101,0.327242672578645,0.121842089912951,0.617420316237047,0.213471709206034,0,8,1
48,0.2,0.6,0.75,0,0.002,2,0.1,"relu",0.9,0.6,1088.12622070312,17.35,0.882304862466535,0.639407406966931,-25.9081622690153,-11.9827980207401,0.524671025047918,-0.269324687235175,3.23027752245951,1.70116805753587,0.374602064039863,0.132202939303962,0.645925099281707,0.228276191919142,0,9,1
49,0.8,0.6,0.75,0.5,0.002,1,0.2,"relu",0,0.6,1009.54956054688,15.096,0.868117293927187,0.658506132315656,-28.9001445540041,-10.9445293550711,0.458739280246288,-0.0180760075721303,2.37244552699266,1.51890362747228,0.297864357730109,0.123473208964284,0.603726763891564,0.2675445195034,0,9,1
50,1,1,0,0,0.001,2,0.2,"relu",0.5,0.5,1233.74560546875,19.705,0.854161466282309,0.614435951687936,-29.3751345960395,-11.8015528377662,0.440252674273323,-0.21392238915033,2.45429230679521,1.52666546960218,0.296685263752058,0.115317833925472,0.590978071308622,0.198289574649493,0,12,1
51,0,0,0.25,0,0.001,2,0.1,"relu",0.1,0.4,1249.27624511719,18.938,0.845437415572312,0.6780064952684,-29.7550329871857,-10.3450644200385,0.425898750335692,0.0614766043671443,2.42039686045451,1.66184886550842,0.289142433588678,0.154888821240203,0.570293930117707,0.299049875775983,0,4,1
52,1,0.2,0.5,0,0.001,2,0.2,"relu",0.4,0.9,1335.46997070312,21.196,0.820667273604313,0.650785951629206,-31.9348177296933,-10.5497843670207,0.367800621069842,0.0363637938586419,2.02362306564522,1.49902684209353,0.240065251225382,0.126028095916741,0.533154749359557,0.250339865874392,0,7,1
53,0,0,0.75,0.75,0.002,2,0.2,"relu",0.8,0.4,1227.95483398438,19.345,0.857586544619782,0.657066693227408,-29.2368291445743,-10.761567833897,0.439859521188822,0.0173735061023361,2.29600252187229,1.4303808997414,0.286902358420016,0.123460064419667,0.596640558661136,0.25914855542368,0,6,1
54,1,0.4,0,1,0.001,2,0.1,"relu",0.3,0.7,1094.62280273438,16.914,0.887717110947751,0.634810592846307,-26.0605206418974,-12.1593628504377,0.526744835801019,-0.310181163133858,3.1991686681788,1.62305683437712,0.373924354014282,0.139182286164301,0.655000392745401,0.221871615869153,0,9,1
55,1,1,0.75,0.75,0.001,2,0.2,"relu",0.7,0.8,1328.13720703125,20.822,0.826310601797785,0.619395265228599,-31.6233799337401,-10.5964177013963,0.374553591991085,0.0467345534859243,2.08877318378973,1.49527961930185,0.24298817985803,0.100275011497158,0.539660172621582,0.212317820381157,0,9,1
56,0.6,0,0.75,0.5,0.002,2,0.1,"relu",0.9,0,1059.91137695312,18.263,0.890334766320124,0.651323997504553,-25.2353191205397,-12.4488250718999,0.540848625443178,-0.420311171472085,3.15610656333337,1.80290587400608,0.385762965984296,0.149409102749435,0.662747014376482,0.247553929923825,0,6,1
57,0.4,1,0,0.75,0.002,2,0.1,"relu",0.7,0.4,1005.87713623047,16.651,0.904397435079979,0.616822641277006,-23.9495893697172,-13.8071839500186,0.576378295027329,-0.75732166752867,3.47202549995926,1.60562100278202,0.423189408728554,0.117050724416279,0.687849374593903,0.189598772327208,0,9,1
58,0.6,1,0,0.5,0.001,1,0.2,"relu",0.9,0.8,1098.857421875,17.949,0.889223917028196,0.633461249582281,-26.1632836569329,-12.2128693562062,0.525822460345659,-0.299599375569546,3.06961348569029,1.57709935106938,0.369249159715746,0.12832996116783,0.659202889533165,0.213591312366284,0,8,1
59,0,0.6,0.75,0,0.002,2,0.2,"relu",0.5,0.7,1249.60546875,19.765,0.84363068383904,0.64983844968964,-29.7530800260393,-10.7397094852763,0.424398248750029,-0.0314051398425671,2.42184421381904,1.63447312909607,0.283929915201264,0.138182993485652,0.576036671349154,0.255727732877766,0,5,1
60,1,0.8,0.25,1,0.002,2,0.2,"relu",0.9,0.2,1250.8662109375,19.808,0.850925569459843,0.64780612722081,-29.7825983576471,-11.1211907530718,0.427555879247942,-0.0486803455378418,2.39331544331666,1.59578693894104,0.281862507170748,0.123266273317546,0.587511566918328,0.222055031650621,0,6,1
61,0.8,0.2,0.5,0.5,0.002,2,0.1,"relu",0.3,0.5,1038.51965332031,17.496,0.902633416258878,0.642390164215561,-24.7271311638176,-12.6370301265142,0.560095408415226,-0.392918423986689,3.28511352318844,1.67646890829018,0.397222949594665,0.135167448551922,0.680721949570837,0.224115412415307,0,7,1
62,0.4,0.6,0,0.5,0.001,2,0.2,"relu",0.7,0.8,1220.87182617188,18.995,0.859717608975448,0.617875617181173,-29.067882915664,-11.9310245160662,0.449039630924794,-0.221952944314764,2.51670682859659,1.48484138321702,0.305884451709305,0.106263096023214,0.601359679098152,0.184325965783612,0,14,1
63,0.8,0,0.75,0.5,0.001,1,0.2,"relu",0.9,0.2,1193.33276367188,19.081,0.871663516637166,0.622351529643196,-28.4132957484053,-11.1676975323988,0.465590176235343,-0.048028956177498,2.51861966518221,1.49951624240495,0.312591088872163,0.118575206310177,0.619178038441724,0.206006744486619,0,9,1
64,0.2,0.2,0.25,0.75,0.002,1,0.2,"relu",0.8,0.4,1098.650390625,18.895,0.890840276606765,0.613773238078794,-26.1582737304367,-11.7636217966565,0.524034656329186,-0.213830933509313,2.91924097149441,1.47788496209489,0.362972254582523,0.109834121839935,0.655768820263472,0.186038945085912,0,12,1
65,0.8,0.8,0.25,0.5,0.001,2,0.2,"relu",0.8,0.7,1306.71997070312,20.887,0.839066652576237,0.649653282490584,-31.1125100606758,-10.761123000396,0.391779867995387,0.0230246930818005,2.11849270224125,1.4739965005432,0.257532711987702,0.108839176100797,0.565809041301328,0.232350417673617,0,4,1
66,0.6,0.4,1,0.5,0.001,2,0.1,"relu",0.2,0.8,1229.44372558594,19.196,0.84581700042646,0.634933294953136,-29.4041790248586,-11.4620116853827,0.436413066860307,-0.11902152500983,2.46540051441395,1.44658586912535,0.301294129730455,0.111304428652835,0.578082507296188,0.212996696543369,0,8,1
67,0.6,0.6,0.5,0.5,0.002,2,0.1,"relu",0.5,0,1102.35119628906,17.924,0.88526079121486,0.617281559196242,-26.2463869031257,-12.7565201182497,0.520088191211806,-0.488701869154866,3.12082551954557,1.59167092668617,0.366697223373887,0.115794579162697,0.64867771147969,0.196319904550221,0,12,1
68,0.6,0.6,0.25,0.25,0.002,2,0.2,"relu",0.2,1,1181.42736816406,19.551,0.853765282103093,0.662255295042993,-29.3999080228137,-10.972200488659,0.435614335041293,-0.0563473953582984,2.41440466880455,1.53879008986943,0.289563609552578,0.119903319882496,0.5858894409397,0.259792166285718,0,7,1
69,0.8,1,1,0.75,0.001,2,0.1,"relu",0.6,0.5,1235.59741210938,19.081,0.852668450448182,0.64692523635976,-29.4190665706138,-11.2216086204634,0.436570719834507,-0.113441374826083,2.53723440777049,1.57397165587969,0.303597107249515,0.130961592969503,0.58189597106431,0.239046469884001,0,8,1
70,0.2,0,0.75,1,0.002,1,0.2,"relu",0.1,0.4,1083.13720703125,18.557,0.896086197619834,0.641028704173545,-25.791264225631,-11.076319921088,0.534308686264183,-0.0581612697561833,3.06381534779786,1.5457959790678,0.369226522896885,0.130505439300044,0.667177784031033,0.230786448710017,0,6,1
71,0.4,0.2,0,1,0.001,2,0.1,"relu",0.3,0.2,1113.70422363281,17.737,0.882766161991476,0.628625609032355,-26.5013929132705,-12.547068115479,0.514593886933705,-0.416336307300785,3.02609019855894,1.53752552708047,0.364293014063176,0.127451696275961,0.648666300653592,0.205524368452562,0,8,1
72,0,0.6,0.75,0.25,0.002,1,0.2,"relu",0.7,1,1036.48364257812,17.649,0.901106882683208,0.649503601190109,-25.1437199098848,-11.5584803645788,0.549631123177346,-0.229038393581478,3.18391403900081,1.75730759072121,0.378935777429571,0.140826084389763,0.678640501694582,0.255083355149758,0,7,1
73,1,0.4,0.25,0,0.002,1,0.2,"relu",0.1,0.5,1118.46728515625,18.961,0.885812707001672,0.646885281458694,-26.6308539674789,-11.1952350195862,0.510309114805327,-0.0746613089283664,3.04469188189133,1.82085835949381,0.345588191141306,0.12342493862922,0.645390328780965,0.247493797961352,0,6,1
74,0.4,1,1,0,0.001,1,0.1,"relu",1,0.2,1033.10974121094,16.327,0.899652512683751,0.659477273167749,-24.5990933818388,-11.7629131511502,0.562769656544656,-0.201258166747782,3.5121035080879,1.62233423415558,0.402950226354329,0.141385010524432,0.680631165667173,0.238316678555266,0,7,1
75,1,0.6,0.25,0.75,0.002,2,0.1,"relu",0.5,0.9,1061.95849609375,18.051,0.898418436144592,0.643052481395735,-25.2858432380445,-12.5856584040237,0.547043299043901,-0.381077169462217,3.29599872870101,1.71117748965175,0.385653110140575,0.135668515232176,0.672960023880252,0.233435274267084,0,8,1
76,0,1,0.25,0.25,0.002,1,0.2,"relu",0,0.5,1116.08422851562,16.408,0.835493339499816,0.638616481622434,-31.4264233843284,-11.3339415124617,0.387497530346991,-0.189671345194726,2.02378286922535,1.56522784057424,0.243276092473613,0.109108978801755,0.549411057244662,0.219827192696812,0,8,1
77,1,0.8,1,0.25,0.002,2,0.1,"relu",0.3,0.1,1115.87243652344,17.854,0.875079772743599,0.643261092963474,-26.5686698853522,-12.0188874673954,0.508273699024292,-0.208870710037366,2.95060947507488,1.74463764301115,0.359603568257829,0.123814782112866,0.631558878551685,0.234360296462284,0,6,1
78,0.8,1,0.25,1,0.001,2,0.2,"relu",1,0.2,1254.55151367188,19.815,0.854891293900865,0.624631352260321,-29.8702935012217,-11.1100501627695,0.425017526420392,-0.0501630190373762,2.31131402355688,1.48233167152035,0.278467132264489,0.106780893017206,0.590418416269098,0.194877832078841,0,10,1
79,1,0,0.75,0,0.001,1,0.1,"relu",0.3,0.1,1047.36767578125,16.963,0.896346032307562,0.666240839554332,-24.9373081953283,-11.8373911382976,0.551100115089263,-0.201587102353915,3.3711142160734,1.67742962130169,0.395439152810405,0.143311954423949,0.675753888513285,0.258537649487918,0,6,1
80,0,0.8,0,1,0.001,2,0.2,"relu",0.6,0.3,1231.36755371094,18.913,0.854523248430832,0.624616008991009,-29.3179891338464,-12.0278186686496,0.44188334202429,-0.270212733507217,2.52202545055669,1.48307959489226,0.300017445864794,0.114935861896806,0.59447026381099,0.197464469111753,0,8,1
81,0.6,0.8,0.75,1,0.002,2,0.2,"relu",1,0.6,1220.10302734375,19.493,0.860513276963484,0.623626437862549,-29.05004501474,-11.0800329400743,0.445048491279381,-0.0474331949584459,2.41844887846942,1.56499839637767,0.296824510980177,0.114112833188594,0.60104192355529,0.20664783706405,0,8,1
82,0.2,1,0.5,0.75,0.002,2,0.2,"relu",0.8,0,1304.80261230469,20.806,0.828639395929119,0.631214528783973,-31.0668498094201,-10.957068191907,0.38625221430634,-0.0365148127742857,2.23925365956517,1.6342718742874,0.252780273844988,0.121708834552957,0.541898637019826,0.218170014872499,0,8,1
83,0,0.8,0.5,0.5,0.001,1,0.1,"relu",0.9,0.8,1095.70471191406,17.69,0.885805173344393,0.654836044320171,-26.0882891842611,-11.5364780671767,0.5268162257469,-0.167131087444731,3.22237630438519,1.70199253581152,0.375987295925279,0.139742193677187,0.657292014802259,0.254577144756835,0,7,1
84,0.4,1,0.25,0.25,0.002,1,0.1,"relu",0.4,0.7,899.62451171875,14.538,0.926652244719351,0.635284751256973,-21.4200836540999,-13.7650714971037,0.635125974799783,-0.794593817603438,4.31724974385986,1.77962345907598,0.470054815577503,0.141673067056547,0.733380683302572,0.231450422902981,0,7,1
85,0,0.8,1,1,0.002,1,0.2,"relu",0,0,1025.400390625,15.473,0.866843311819066,0.620784049504288,-29.3833727925747,-11.3319186213677,0.444923647523856,-0.10788791462999,2.20875934755267,1.38403502860039,0.280165107868458,0.0963352475347134,0.604821162340766,0.195550284507795,0,11,1
86,0.2,0.8,0,0.75,0.001,2,0.1,"relu",0.5,0.4,1097.46228027344,17.628,0.889359292169462,0.636038241593797,-26.129779683581,-12.1319130226404,0.527582212526855,-0.317718503202421,3.0438572520051,1.61797592004261,0.371883849824944,0.141188153497183,0.656380620052683,0.226419820086203,0,8,1
87,0.4,0.8,1,1,0.001,1,0.2,"relu",0,0,1152.84265136719,16.71,0.812308118960686,0.565695250516679,-33.3336860361774,-11.5561217107785,0.333178033121875,-0.128414184272297,1.81245835474827,1.18296853975767,0.200305603108074,0.048834259867018,0.511408334427325,0.120257747100405,0,16,1
88,0.2,0.6,0.25,0.75,0.001,1,0.2,"relu",0.2,0.8,1178.94873046875,19.628,0.873086565563946,0.651066636185684,-28.1655763653289,-11.1388513598466,0.471849838936128,-0.0616727468516622,2.6743719107446,1.66086256701617,0.321103185421025,0.133730376051462,0.621131507883855,0.232626916021662,0,9,1
89,0.6,1,0.5,0.25,0.002,2,0.2,"relu",1,0.3,1198.93041992188,19.35,0.865470307050371,0.61838963872694,-28.5459113235758,-11.1852418195756,0.461612948649167,-0.0915647116464363,2.49387137712753,1.50438125350472,0.308000642903003,0.112621617585482,0.608857346412699,0.203203330508791,0,7,1
