"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
15,0.4,0,1,0.5,0.001,1,0.2,"relu",1,0.2,4382.44873046875,66.89,0.843798642030573,0.612850424578016,-23.0655149190949,-9.14189916059965,0.331374143456933,-0.197176025562552,2.79998294849474,1.36793187235781,0.184922981182665,0.046306765299496,0.46546835093905,0.134865516216906,0,52,1
16,0.8,0.8,0.5,0.75,0.002,2,0.1,"relu",0.6,0.5,3836.17529296875,60.862,0.884819669447684,0.62679828738022,-20.1904666391683,-9.66898995084092,0.440798173169721,-0.352348170046996,4.47214799336636,1.74023533352141,0.267348738817271,0.0650610525717314,0.554303799895175,0.175645858865076,0,44,1
17,0.4,0.4,0.5,0.5,0.001,2,0.2,"relu",1,0.5,4545.890625,67.08,0.823813882775475,0.60691833418164,-23.925789677399,-9.07646604992696,0.295655971446621,-0.149000614003872,2.56495128615252,1.30294025723643,0.154605197684903,0.0334830190073404,0.435391526446518,0.124588742988115,0,53,1
18,0.6,1,1,0,0.002,2,0.2,"relu",0.9,0,4293.10205078125,65.83,0.847622563014652,0.631518126481362,-22.5952764947742,-9.54700927150901,0.348836639831605,-0.420304630061683,2.97486333924601,1.6023637363056,0.193738949593168,0.0573990438870036,0.47261994926918,0.160998683786468,0,44,1
19,0.2,1,1,0.25,0.001,2,0.1,"relu",0.5,0.5,4210.5849609375,61.747,0.858929700619162,0.612781607890501,-22.1610262358266,-9.67853125622679,0.367917804115732,-0.332417516315927,3.35728941160461,1.90074763439497,0.204894807944507,0.0462062712495366,0.499965153684877,0.135296062989493,0,55,1
20,0.8,0.4,0,0.5,0.001,1,0.2,"relu",0.5,0.7,4140.1826171875,62.241,0.86759361963059,0.615830922034704,-21.7905655382975,-9.6153130676354,0.387280302504089,-0.411097614947634,3.75476689081416,1.53628263800143,0.235153431909143,0.0597549094055392,0.523871767693741,0.145470962358082,0,45,1
21,0.8,0,0.5,0,0.002,2,0.2,"relu",0.2,0.6,4403.77685546875,69.169,0.832289894261391,0.608145981262228,-23.1782547767071,-9.39584788992402,0.325985168942173,-0.327910948379273,2.87236236174873,1.46806386622976,0.17922750129906,0.0430724667748544,0.452748911733333,0.139222742449372,0,54,1
22,1,0.6,0.25,0.5,0.001,2,0.1,"relu",0.4,0.6,4301.0498046875,64.935,0.841694600634867,0.615766243586272,-22.6371468788454,-9.18012294316024,0.344708384352582,-0.19957075106185,3.08907828576705,1.48109117870424,0.19686504307606,0.0443997610988751,0.468672822886969,0.140848275130923,0,49,1
23,0.8,0.8,1,1,0.002,1,0.1,"relu",0.3,1,3492.50122070312,56.365,0.886124860239226,0.604387869716651,-19.9329378434411,-10.1914375374809,0.45072634415419,-0.703647316282667,4.66007910531239,1.46948595839481,0.270850988654155,0.0433092211918702,0.561760953523757,0.12133501235603,0,54,1
24,0,0.6,0,0.75,0.001,2,0.1,"relu",0,0,3747.75903320312,46.096,0.828893496496344,0.588178109083571,-24.1398085271667,-9.30536035128642,0.295812333497752,-0.18871144637092,2.64750796120921,1.30549725543275,0.149899674736021,0.0391762892921531,0.448641531102071,0.118833548842218,0,55,1
25,1,0.4,0.25,1,0.001,1,0.1,"relu",0.8,0.8,3803.3623046875,57.419,0.889772783749383,0.640928772700481,-20.0178623441139,-9.97554360906335,0.447084857132135,-0.478247490603104,4.45814406313941,2.05364157156248,0.262788290555168,0.0659016889186587,0.566272534726946,0.17414423629935,0,44,1
26,1,0.4,0.25,0,0.001,1,0.2,"relu",0,0.1,4000.79150390625,50.427,0.789592091017402,0.594694947883323,-25.7443265464031,-8.49700068688108,0.225621788409504,-0.0110430600617352,1.96598363633631,1.24404029619641,0.105760812596648,0.0276940064571363,0.380321805206837,0.116036860815575,2,61,1
27,0.6,0.2,0.25,1,0.002,2,0.1,"relu",0.5,0.9,4121.3408203125,65.348,0.864902256355194,0.633950152814298,-21.6917845171156,-9.39085629342801,0.384197621740424,-0.542756299731284,3.48851978928451,1.67231196813514,0.215248360712825,0.0617979688017765,0.517766156798196,0.169309557927571,0,46,1
28,0.2,1,1,0.75,0.002,2,0.1,"relu",0.8,0.4,3790.03540039062,57.614,0.890262737761548,0.607263952123196,-19.9475447877153,-9.98745299592559,0.450421098082823,-0.568779045237374,4.35307794173645,1.62685271414625,0.273854540287684,0.0633718371895661,0.566982687119844,0.145339025481028,0,57,1
29,0,0.2,0,0.25,0.002,1,0.1,"relu",1,0.6,3168.43115234375,61.515,0.928132141905604,0.620773286146886,-16.6869687488476,-11.7457419510052,0.567400747824364,-1.81379952526328,7.6362903573357,1.75288956497239,0.382344142038759,0.0612693765917037,0.6651567417827,0.136297533121621,0,44,1
30,0.8,0.8,1,0,0.002,2,0.1,"relu",0.8,0.7,3805.84619140625,59.326,0.888234058771263,0.639852231944319,-20.0309043092097,-9.95207691272834,0.447653295537779,-0.480822835841085,4.46000999682473,1.63506082774493,0.269603414602202,0.0578384076101995,0.561719842381831,0.168145228038637,0,44,1
31,0.8,0.8,0.25,0.5,0.001,2,0.1,"relu",0.8,0.4,4305.1298828125,64.163,0.841225459724755,0.613681136272173,-22.6586231402748,-9.25484223362862,0.344057040638938,-0.193926495555337,3.09867431216932,1.4633808237478,0.193394858523427,0.0473804867404587,0.467426771022041,0.135742057517054,0,46,1
32,0.8,0,0.5,1,0.002,2,0.1,"relu",0,0.6,3412.87890625,45.669,0.854973423805822,0.61398897303029,-22.5875276404531,-9.28249628114661,0.355056628399978,-0.233436659621243,3.06514000051176,1.38011662445968,0.199995436130373,0.0466861524890207,0.494584007122288,0.136271919320089,0,48,1
33,1,1,0,0.75,0.001,2,0.2,"relu",0.3,0.7,4327.0732421875,65.048,0.84743100998559,0.60808846861718,-22.7746608755766,-9.34989351031296,0.348216002370837,-0.238003629314006,3.17772997125216,1.47329525245087,0.197557938696827,0.0503333387800377,0.485568805249484,0.141842365797938,0,51,1
34,1,0,0,1,0.002,2,0.2,"relu",0.5,0.8,3910.97534179688,61.182,0.883415818350921,0.625875185920004,-20.5844195326952,-9.67955656076788,0.430690015704462,-0.484884285913803,4.15170505952256,1.71921994325308,0.267176604577745,0.0718038054325338,0.551259232366009,0.162978417356601,0,45,1
35,0.8,0,0.5,0.5,0.001,1,0.2,"relu",0.2,0.3,4229.1953125,65.453,0.854349050569123,0.617136678447603,-22.2592720649445,-9.16893909369489,0.360088292432477,-0.267754969757705,3.13125552725037,1.3790082999693,0.204480159899422,0.0493544138881193,0.492366822779123,0.135742487928209,0,54,1
36,0.6,0.2,0.5,0.25,0.002,2,0.1,"relu",0.3,0.8,3819.55590820312,58.498,0.888440662008452,0.629214582310521,-20.1033866699026,-10.2108869967472,0.445672291049713,-0.621184192215954,4.34172157302298,1.66735680837576,0.268436613353034,0.0690637154777383,0.558804682998409,0.160408671842734,0,45,1
37,0.8,0.8,1,0.25,0.002,1,0.1,"relu",0.9,0.6,3548.36767578125,59.114,0.906884752655104,0.62842281675685,-18.6756641145165,-10.7709097165821,0.496225912850544,-0.766525853090066,5.29303078614837,2.02948244634637,0.308788239445965,0.0621171831639185,0.604771092579924,0.168268492514675,0,42,1
38,0.6,0,0,0.5,0.002,2,0.1,"relu",0.3,0.9,3616.71557617188,54.848,0.901245257252733,0.646599622521891,-19.0653503833443,-10.6976251067231,0.487699391858873,-1.00983847826679,5.23644339990252,2.2505817181515,0.317167563685255,0.0818187624590094,0.598356869079273,0.169534377402586,0,33,1
39,0.2,0.2,0.5,0.75,0.001,2,0.1,"relu",0.6,0,4331.36572265625,64.701,0.841149208493832,0.620463418208516,-22.7966151904197,-8.95013433005437,0.340294973689529,-0.130392857627633,3.06015942948024,1.62737925690119,0.192530895491414,0.0491386544145748,0.467728972419583,0.151089892709154,0,43,1
40,0.2,0,0.25,0.75,0.001,2,0.2,"relu",0,0,4074.15185546875,50.883,0.790463821247322,0.589373929913846,-25.603290723689,-8.63206230164892,0.231183065400162,-0.0454187173681886,1.92333100941222,1.19985846564897,0.115075049731953,0.0262881312997579,0.374410067896325,0.110926801547934,1,55,1
41,0.8,0.2,0.75,0.25,0.002,2,0.1,"relu",0.1,0.4,3864.0751953125,60.317,0.884164912695393,0.628795341576154,-20.3381778425455,-9.37113233185887,0.435700825882171,-0.298573993809802,4.21314396342632,1.42865785153463,0.259725060822406,0.0537594038436891,0.552662515012464,0.135892463957212,0,42,1
42,0.4,0.2,0.5,0.75,0.002,1,0.1,"relu",1,0.3,4046.52172851562,62.379,0.86389610961125,0.638687993443946,-21.2975336014573,-10.0758157775357,0.399144012938285,-0.779916341377757,3.82555333191763,1.71106433296555,0.237700977406773,0.0632136457904605,0.50996286698732,0.179399088877312,0,43,1
43,0.4,1,0.75,0,0.002,2,0.1,"relu",0.2,0.4,3978.18383789062,59.574,0.871040019684867,0.668637505325881,-20.9378665872166,-9.05285616663486,0.412765945912373,-0.183591733955912,4.1670663405792,1.94548047586028,0.24428827819237,0.0813685472882462,0.529643504724189,0.211115395369199,0,36,1
44,0,1,0.5,0,0.002,1,0.2,"relu",0.2,0.1,3915.36059570312,60.796,0.884761231467025,0.621863537515498,-20.607061016195,-8.98634880866582,0.42534188629819,-0.129000307942926,3.88124376368009,1.67085628551964,0.24507083976247,0.0611793867158052,0.551526313673487,0.162909286922479,0,44,1
45,0.6,0.6,1,0.5,0.001,1,0.2,"relu",0,0.2,3848.95556640625,49.771,0.823615661638946,0.607912700926006,-24.3507329607365,-8.83148703289343,0.284544800742833,-0.0951685112513261,2.4740415619283,1.30957464583843,0.138044761282434,0.0365981169476373,0.436117114177934,0.12246356637744,0,60,1
46,1,0.6,0.5,0.25,0.001,1,0.2,"relu",0.8,0.5,4305.9140625,65.531,0.842029693984214,0.626924157308611,-22.6626444118063,-9.25246617724816,0.344846827831781,-0.275585422055025,3.09334922778514,1.44145821185712,0.189710800587264,0.049745238586968,0.469676103650393,0.147148205472569,0,48,1
47,0.2,0.8,0,1,0.002,1,0.2,"relu",0.5,0.5,3754.5029296875,58.705,0.893289525999466,0.626996601178674,-19.7606269823207,-10.225318208257,0.461678413307087,-0.739720553436757,5.13716750399221,1.77892978713728,0.28755738424829,0.0667561290294792,0.577251538287748,0.156695057595258,0,45,1
48,0.2,0,0.75,0.5,0.002,2,0.2,"relu",0.6,0.9,4423.806640625,68.708,0.837502210770983,0.629865791745344,-23.2935815662009,-9.05691779006725,0.322130219825537,-0.276156823685973,2.73591696566663,1.63364177108669,0.174486799529693,0.0565411203203801,0.45481991133513,0.182950889366928,0,47,1
49,1,0,0.25,0,0.001,1,0.2,"relu",0,0,3824.47900390625,49.73,0.823384833074418,0.612666126745959,-24.2557129402918,-8.72950481301989,0.290663524887689,-0.0443246819551228,2.48050874625147,1.38689261224776,0.143800778189165,0.041876382357662,0.437425880185149,0.149796055761955,0,51,1
50,0.4,0.6,0.75,0,0.002,1,0.2,"relu",0.6,0.1,3966.78955078125,63.254,0.876185600364345,0.607742489471831,-20.8778058287914,-9.35354873283888,0.414610077544483,-0.249660946149537,3.95491187150717,1.4684065656319,0.240009776377962,0.0412683389133779,0.534549538603457,0.135792458973113,0,51,1
51,0.4,0.2,0.75,0.5,0.001,1,0.2,"relu",0.3,0.2,4226.88916015625,65.075,0.857952127532766,0.640822356850018,-22.246924543684,-8.935010088,0.362860138895659,-0.147833935410145,3.07257138059482,1.5629148252116,0.206447081580056,0.0589139155660308,0.496642599217759,0.183105922239819,0,47,1
52,0.4,1,0,0.25,0.001,2,0.2,"relu",0.1,0.3,4335.2021484375,65.304,0.849180664540612,0.625633127299094,-22.8280566921201,-9.0924131358869,0.343702940475713,-0.208064393765953,3.13212002805313,1.56268782612807,0.191840338701448,0.0605481198024582,0.489767766588423,0.152331424940381,0,42,1
53,1,1,0.25,1,0.002,1,0.2,"relu",1,0.2,3878.04223632812,60.87,0.89040339536576,0.617941878110996,-20.4107841673085,-9.88894109648325,0.434483382449054,-0.467768392406342,3.93606681796762,1.58822855518873,0.25359621603524,0.0505969617163087,0.559010688487088,0.151339707271026,0,47,1
54,0.8,0.4,0.5,0.75,0.001,2,0.1,"relu",0.7,0.9,4402.75146484375,65.799,0.832077749881972,0.597133231484772,-23.1730414746833,-9.1511523351559,0.325610581645144,-0.168550273828291,2.90337264947782,1.59462308764791,0.178550514715844,0.0477310489101479,0.460398307492197,0.131275857038748,0,58,1
55,0.8,0.2,1,0,0.002,1,0.1,"relu",0.8,0.2,3639.1015625,58.709,0.897138147924494,0.62900976150626,-19.1531810496014,-10.2540413502195,0.479517783516354,-0.727834901943005,5.10257728617682,1.59157573740245,0.303672923927142,0.0644667797127357,0.583037685659509,0.146050106560385,0,40,1
56,0.8,0.2,0.25,0,0.001,1,0.1,"relu",0.4,0.5,4170.453125,62.519,0.856557830787733,0.633771993930958,-21.9500164547604,-9.05553808400245,0.373581740181908,-0.141952979488817,3.41709128735332,1.58594266475717,0.216417415567218,0.0539053452416196,0.500178519611007,0.177167390684345,0,43,1
57,0.8,0.6,1,1,0.001,2,0.2,"relu",0.6,0,4767.630859375,71.805,0.797812907021451,0.584247193904757,-25.0928305966627,-8.68959507965165,0.249278040223001,-0.0511841135186005,2.24342259937651,1.27951273573738,0.127127562515908,0.0279378229848128,0.397403594628863,0.0989166914399024,1,56,1
58,1,1,0.75,1,0.002,1,0.2,"relu",0.3,0.9,3819.59448242188,62.575,0.891218907880007,0.629687248507277,-20.1323312034364,-9.91017556610448,0.443542737800771,-0.594765751634355,4.25751306543358,1.64543258498054,0.255310355579244,0.0630566517218542,0.563092989744351,0.175882855502604,0,39,1
59,0.6,0.8,0.75,0.25,0.002,2,0.2,"relu",0.8,0.6,4293.88232421875,67.829,0.851197600704893,0.6323063788582,-22.5994042863695,-8.98628471002984,0.349111740430619,-0.218689279506436,2.95087221971819,1.65190929037379,0.195050300880225,0.0591991488836563,0.474083665799969,0.171378632096232,0,44,1
60,0.2,0.4,0.75,1,0.001,1,0.1,"relu",0.5,0.1,3816.63012695312,58.331,0.887712404906585,0.630642868854353,-20.0875113242002,-9.86962360607858,0.445274309800753,-0.448675311144813,4.51009746935134,1.67472429035957,0.267156466025097,0.0622192567517131,0.564051995687903,0.165738170624102,0,52,1
61,0,0,1,0.5,0.001,2,0.2,"relu",0.1,0.7,4522.109375,67.357,0.814750765898979,0.584651654393951,-24.3703428852565,-8.87108420260812,0.277347144962231,-0.100832004288228,2.34510422387547,1.36697985396007,0.143009342486082,0.028661794247074,0.421979295563979,0.101713561168403,0,62,1
62,0.2,0,0.75,0.5,0.002,2,0.1,"relu",0,0.3,3789.66625976562,46.508,0.82067801574738,0.602574033705686,-24.1004227021272,-9.07610273381552,0.295727442188197,-0.177289564154646,2.50909576993294,1.54796752662997,0.163641680336857,0.0526514609028758,0.433285234496656,0.139706213390494,0,56,1
63,0.4,1,0.75,0.25,0.001,1,0.2,"relu",0.6,0.8,4358.30517578125,67.01,0.842084657448615,0.630581349037932,-22.9384598790111,-8.7683179685371,0.337085807764317,-0.0953443200577447,2.94290564665398,1.7019415127063,0.186846556055228,0.051252843298671,0.465084349864182,0.170715830769908,0,43,1
64,0.4,0.8,0.25,0.25,0.002,2,0.1,"relu",0.8,0.9,3887.2529296875,60.183,0.88249465662343,0.668538300881088,-20.4593775680726,-8.94044956679912,0.430679565764034,-0.229604426731343,4.10318878756942,1.68999223080686,0.261674379467454,0.0761831902724625,0.54585556132188,0.206225225035099,0,36,1
65,0.6,0.4,0.5,0.5,0.002,1,0.2,"relu",0.6,0.3,4029.14794921875,63.507,0.871628397329835,0.626555147700106,-21.2060632901918,-9.66177161999346,0.403784020006205,-0.401073178711265,3.59926327196372,1.53633732523388,0.234130255029833,0.0559524255646068,0.517816807692946,0.154640913468349,0,50,1
66,0.2,0.8,0.25,0,0.001,1,0.2,"relu",0.8,0.6,4239.3955078125,64.065,0.855441784728007,0.630153124005365,-22.3125956530925,-9.38871356246609,0.358885699932324,-0.316304192686494,3.16050695587397,1.56489716808255,0.201693068482677,0.0564068484807707,0.491052897825664,0.14911990396207,0,52,1
67,1,0.6,0.75,1,0.001,2,0.1,"relu",0.9,0.2,4264.24609375,63.678,0.850419290188291,0.602973440451032,-22.4433915882147,-9.76853668780378,0.355216479521853,-0.461163640681975,3.28404874432565,1.52949849875089,0.19853050094436,0.0405202400336385,0.48793320265112,0.114772750064245,0,54,1
68,0.4,0.2,0.5,1,0.001,2,0.2,"relu",0.4,0,4543.22412109375,68.295,0.831868197933659,0.607592719061206,-23.9115959127212,-8.79591673327052,0.297033348350677,-0.118286102495739,2.44547877467434,1.26867256028953,0.156371874376318,0.0369289198242233,0.448118913056037,0.125430855119202,0,52,1
69,0,0,0,0.5,0.001,1,0.2,"relu",0.3,1,3683.4130859375,56.612,0.875316017433863,0.622970391031315,-21.1221898756643,-9.31788553961231,0.409509108184825,-0.335445550183174,4.09441674526714,1.59595227362964,0.241453513492963,0.0582687521077813,0.538817381011655,0.154339101679542,0,44,1
70,0.4,0.2,0.25,0.25,0.002,1,0.1,"relu",0,0.2,3619.56982421875,46.568,0.844396952367575,0.615009114808835,-22.5555802056377,-9.1778110710879,0.352455858033431,-0.210027584766153,3.14590047497698,1.57037767985599,0.197686829595655,0.0489893984503263,0.470453066517284,0.151552796367002,0,45,1
71,0.2,0.6,1,1,0.002,1,0.1,"relu",0.2,0.8,3517.3662109375,54.897,0.906540549600246,0.609581997678636,-18.5232173652106,-10.427966587909,0.503576963900438,-0.567427640847573,5.56545970757076,1.55985048155105,0.32081599876807,0.0545439147022786,0.612971879843774,0.118097982189995,0,55,1
72,1,0.4,0,0.75,0.002,2,0.2,"relu",0.1,0.9,3911.44702148438,64.164,0.858301424221353,0.619087248756016,-22.1339122904494,-9.61115542812495,0.373997808345297,-0.543613769891787,3.69409182219061,1.64256249542307,0.232679988351518,0.0653057607163774,0.507520438648295,0.149444946492779,0,49,1
73,0.2,0,0.75,1,0.001,1,0.1,"relu",0.2,0.1,3890.4501953125,58.905,0.883653929521559,0.600967226388095,-20.476153040449,-10.4903835521992,0.429515276285927,-0.702404774620896,4.17110218734795,1.51205221035936,0.25754077376385,0.0426091727626318,0.553316637027895,0.124156622766828,0,55,1
74,0.8,0,1,0.75,0.002,1,0.2,"relu",0.2,0.9,3898.89624023438,64.772,0.874007963066063,0.627669742618622,-21.1706963349011,-9.06648128090006,0.40527006678804,-0.195228521239042,3.73097236341772,1.50142022356779,0.233556123344127,0.0501160394716173,0.527780362107877,0.157887288582777,0,45,1
75,0.6,0.2,0.75,1,0.002,2,0.2,"relu",0.5,0.4,4373.6357421875,69.103,0.847478415430157,0.638370339562917,-23.0191538310096,-8.95271479664114,0.334444717239045,-0.186141360166395,2.881209041928,1.60371773014154,0.184843938932835,0.0618896253722339,0.474638350970432,0.187350175672025,0,49,1
76,0,0.4,1,0,0.002,1,0.2,"relu",0.6,0.3,3874.01025390625,61.751,0.885134683581952,0.621551352695961,-20.3895011939156,-9.72312764867457,0.433305142636661,-0.415258670435802,3.8651977176753,1.87330003284442,0.248906091560836,0.0558408517191044,0.545320044552543,0.159139510246778,0,49,1
77,0.2,0.4,0,0.25,0.002,1,0.2,"relu",0.5,0.2,3615.20556640625,58.339,0.903809954827537,0.639995063643173,-19.0475117438624,-9.77467072721164,0.485614926339411,-0.519957022782324,5.3037628157638,1.71004524716585,0.310931649806843,0.0822136743581599,0.599556862255483,0.166142103110646,0,41,1
78,1,0.6,1,0.25,0.001,1,0.1,"relu",0.3,0.3,4377.76904296875,63.543,0.832531404090415,0.619726010036234,-23.0409406254976,-9.37615811289109,0.331709295262667,-0.368689969528886,3.05145351241162,1.95754389183943,0.18888009514024,0.0603255042223019,0.456107907305498,0.157004472714612,0,52,1
79,0.6,0.2,1,0,0.002,1,0.1,"relu",0.2,0.6,3537.20874023438,55.266,0.905922385354773,0.611515992229578,-18.6174969461453,-10.6708611120007,0.500625542656692,-0.979771336003061,5.39092711141483,1.83335348633588,0.322324812591428,0.0657380693138732,0.607739586176719,0.1401795470905,0,52,1
80,0.4,1,0.5,0.75,0.002,1,0.1,"relu",0.2,0.6,3749.84838867188,55.417,0.890844405378933,0.619293360195671,-19.7361947641568,-10.7949369256244,0.460641523730567,-0.904145241179584,4.96050953277521,1.88960131215054,0.286843877276167,0.0596642229913497,0.572330735420235,0.144502117271348,0,45,1
81,0.2,0,0.5,0.75,0.002,1,0.2,"relu",0.7,0.3,3934.9736328125,60.628,0.879960310512047,0.619254580101919,-20.710395738197,-9.39599457187592,0.421638419268695,-0.349967470897345,3.86490250304625,1.54894055983718,0.248640647636895,0.0607413854879661,0.540530063697259,0.155099147194167,0,52,1
82,0.4,0.2,1,0.5,0.001,1,0.1,"relu",0.8,0.2,4129.08154296875,61.158,0.860557749223908,0.597688016776252,-21.7320254817807,-9.73326581040151,0.382959888102362,-0.439425820609708,3.46938790468703,1.62966708348237,0.234924613616493,0.0493439217144996,0.506838428371673,0.129925818815293,0,62,1
83,0.4,1,0,0.5,0.002,1,0.1,"relu",0.6,0.5,3165.73095703125,50.039,0.92800783228873,0.62228311534404,-16.6617639746234,-11.1302626164199,0.570619454689733,-1.11346594162892,9.06238445698625,2.35255469920837,0.38102069032104,0.0746489219662758,0.671444625690963,0.152532101952321,0,47,1
84,0.8,0.4,0,0.25,0.001,2,0.2,"relu",0.4,0,4336.4931640625,65.065,0.84852983616231,0.61240009793091,-22.8236325618447,-9.33940717330287,0.345210182294468,-0.243491947318456,3.22834758416454,1.60060450507671,0.197057713908526,0.0507186716611093,0.486759948873963,0.136271726661733,0,44,1
85,0.6,0.8,1,0.5,0.002,1,0.2,"relu",0.7,0.8,4138.404296875,62.726,0.863551625390428,0.630990828123531,-21.780967852338,-9.49513694033927,0.381370158298831,-0.403234256342246,3.40708385021208,1.55672224845762,0.218565360037452,0.0538708618092519,0.504338715904236,0.147690833110299,0,48,1
86,1,0.4,0.25,0,0.001,1,0.1,"relu",0.2,0,3888.2060546875,57.71,0.882845803109732,0.621602739697278,-20.4642351877833,-9.66471996115578,0.431413815165254,-0.378890250203857,4.34115023769894,1.63310539581791,0.255612501389629,0.055389272300347,0.552561548897189,0.159808042164125,0,51,1
87,0.4,1,0.5,0.25,0.002,2,0.1,"relu",0.8,0.9,3933.0244140625,61.217,0.878033698319517,0.638117574509731,-20.7002519241111,-9.53247544717346,0.424305916083562,-0.258021387115807,4.19778352786358,1.78221357751961,0.25133013827917,0.0661586587320271,0.539045385402728,0.178038200112263,0,41,1
88,1,0.2,1,1,0.001,1,0.1,"relu",1,0.2,3960.76123046875,60.495,0.874829890949916,0.646146472458447,-20.8461195375829,-9.20536407949462,0.416892542231613,-0.254379707774049,4.05632516529092,1.9009656399285,0.240995825968983,0.076845913956723,0.536594935105979,0.196938789582714,0,43,1
