"x"
"46" "R5526.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI9871_size.503"
"47" "R2833.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACG4506_size.666"
"48" "R7357.2__Insecta_Hymenoptera_Formicidae_Camponotus_modoc_BOLD_AAC9538_size.846"
"49" "R1891.25__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_AAI4757_size.45"
"50" "R4325.5__Insecta_Lepidoptera_Gelechiidae_Chionodes_periculella_BOLD_ACF5659_size.133"
"51" "R5403__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT6419_size.291"
"52" "R5061__Insecta_Diptera_Sciaridae_Bradysia_browni_BOLD_ACD0175_size.1916"
"53" "R4490.39__Insecta_Psocodea_NA_NA_NA_BOLD_ACD8202_size.350"
"54" "R4008.2__Insecta_Psocodea_Amphipsocidae_Polypsocus_corruptus_BOLD_AAM8933_size.41"
"55" "R2431.10__Insecta_Coleoptera_Scraptiidae_Anaspis_olympiae_BOLD_ACC3109_size.60"
"56" "R6127.9__Arachnida_Araneae_Linyphiidae_Neriene_litigiosa_BOLD_AAX6329_size.723"
"57" "R2925.21__Insecta_Diptera_NA_NA_NA_BOLD_AAZ4857_size.126"
"58" "R5612.3__Insecta_Psocodea_Caeciliusidae_Valenzuela_NA_BOLD_AAP4630_size.1398"
"59" "R10103.4__Insecta_Diptera_Mycetophilidae_Syntemna_NA_BOLD_ACG6555_size.20"
"60" "R5443.9__Insecta_Lepidoptera_Gelechiidae_Coleotechnites_piceaella_BOLD_AAA5953_size.126"
"61" "R3258.88__Insecta_Hemiptera_Aphididae_Essigella_wilsoni_BOLD_ACC4249_size.13"
"62" "R5147__Insecta_Diptera_Mycetophilidae_Mycomya_NA_BOLD_ACC0280_size.35"
"63" "R10178.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC2335_size.24"
"64" "R9414.6__Insecta_Diptera_NA_NA_NA_BOLD_ACM5761_size.348"
"65" "R4314.8__Insecta_Diptera_Chironomidae_NA_NA_BOLD_ACB9301_size.860"
"66" "R5800.32__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACT5330_size.34"
"67" "R10017.3__Insecta_Hemiptera_Aphididae_Cinara_pseudotaxifoliae_BOLD_ABU8198_size.101"
"68" "R6191__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACI3443_size.232652"
"69" "R5527__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_AAB1544_size.20881"
"70" "R6090__Insecta_Hymenoptera_Vespidae_Vespula_alascensis_BOLD_AAE3820_size.53814"
"71" "R7311.2__Insecta_Coleoptera_Cerambycidae_Xestoleptura_crassipes_BOLD_AAD0073_size.5097"
"72" "R4122.6__Insecta_Orthoptera_Rhaphidophoridae_Pristoceuthophilus_cercalis_BOLD_AAG2718_size.7140"
"73" "R2934.4__Arachnida_Opiliones_Phalangiidae_Leptobunus_NA_BOLD_ACI7739_size.4161"
"74" "R6287.12__Insecta_Plecoptera_Nemouridae_Malenka_NA_BOLD_ACD4370_size.226"
"75" "R9141.5__Insecta_Diptera_Anthomyiidae_NA_NA_BOLD_ACC2962_size.1166"
"76" "R5293__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACB1534_size.1410"
"77" "R5909.2__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACU6891_size.195"
"78" "R7197.2__Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_size.494"
"79" "R1922.11__Insecta_Psocodea_Caeciliusidae_Valenzuela_flavidus_BOLD_AAH3228_size.457"
"80" "R1570.177__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACI7290_size.24"
"81" "R3519.3__Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_size.2404"
"82" "R3462.2__Insecta_Hymenoptera_Vespidae_Dolichovespula_norvegicoides_BOLD_AAB9565_size.30305"
"83" "R2343.18__Insecta_Lepidoptera_Noctuidae_Diarsia_esurialis_BOLD_ABX6710_size.304"
"84" "R678.72__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACC9948_size.72"
"85" "R7405__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACE6851_size.3610"
"86" "R9076.4__Insecta_Diptera_Muscidae_Coenosia_NA_BOLD_ACB9516_size.228"
"87" "R7667.19__Insecta_Diptera_Ditomyiidae_NA_NA_BOLD_AAP8153_size.402"
"88" "R475__Insecta_Diptera_Tipulidae_NA_NA_BOLD_ACY1009_size.1047"
"89" "R9247__Insecta_Diptera_Anthomyiidae_Hylemyza_NA_BOLD_AAL8103_size.787"
"90" "R2339.2__Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAP7670_size.2174"
"91" "R3201.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACX2568_size.1537"
"92" "R1519.2__Insecta_Diptera_NA_NA_NA_BOLD_ACX8657_size.2595"
"93" "R6058.2__Insecta_Diptera_Muscidae_Helina_NA_BOLD_ACE8833_size.6591"
"94" "R5808.20__Insecta_Neuroptera_Hemerobiidae_Hemerobius_stigma_BOLD_AAG0891_size.166"
"95" "R2460.5__Insecta_Diptera_Muscidae_Helina_evecta_BOLD_AAC2498_size.2189"
"96" "R4306.8__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACV7181_size.65"
"97" "R2457.69__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9005_size.14"
"98" "R5374__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACE5353_size.1485"
"99" "R10790__Insecta_Diptera_Sciaridae_NA_NA_BOLD_ACC1657_size.68"
"100" "R10952__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC1523_size.20"
"101" "R5499__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_AAU8873_size.147"
"102" "R5549.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB8810_size.194"
"103" "R4161.32__Insecta_Diptera_Hybotidae_NA_NA_BOLD_ACZ0135_size.36"
"104" "R6236.2__Insecta_Hymenoptera_Apidae_Bombus_flavifrons_BOLD_ACE3465_size.2066"
"105" "R1745.172__Insecta_Hymenoptera_NA_NA_NA_BOLD_ABV0695_size.68"
"106" "R3045.20__Insecta_Diptera_Piophilidae_Actenoptera_NA_BOLD_AAG0471_size.87"
"107" "R6003__Insecta_Coleoptera_Coccinellidae_Mulsantina_NA_BOLD_AAM7729_size.120"
"108" "R7564.11__Insecta_Psocodea_Philotarsidae_Philotarsus_californicus_BOLD_ACU2415_size.67"
"109" "R9914.5__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACI6458_size.84"
"110" "R3357.122__Insecta_Coleoptera_Melyridae_Dasyrhadus_NA_BOLD_ACX2918_size.5"
"111" "R6736.9__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACX4695_size.39"
"112" "R5249.37__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9287_size.71"
"113" "R8059.9__Insecta_Hymenoptera_Ichneumonidae_Orthocentrus_NA_BOLD_AAI3459_size.4"
"114" "R6439.9__Insecta_Coleoptera_Curculionidae_NA_NA_BOLD_ACJ2713_size.500"
"115" "R2197.71__Insecta_Diptera_Sciaridae_Bradysia_placida_BOLD_ACR4350_size.42"
"116" "R1979.2__Insecta_Lepidoptera_Geometridae_Nepytia_umbrosaria_BOLD_AAC8504_size.1207"
"117" "R2585.64__Insecta_Psocodea_Psocidae_Loensia_NA_BOLD_ACC5693_size.613"
"118" "R6902.43__Insecta_Hemiptera_Miridae_Psallovius_piceicola_BOLD_AAZ1683_size.38"
"119" "R8486.22__Insecta_Diptera_Sciomyzidae_NA_NA_BOLD_AAP6462_size.369"
"120" "R7219.2__Insecta_Coleoptera_Elateridae_Athous_scissus_BOLD_ACX0632_size.2217"
"121" "R1306.3__Arachnida_Araneae_Anyphaenidae_Anyphaena_pacifica_BOLD_AAJ2526_size.3672"
"122" "R5478.25__Insecta_Coleoptera_Cerambycidae_Pidonia_quadrata_BOLD_AAD4910_size.62"
"123" "R5073.9__Insecta_Lepidoptera_Oecophoridae_Denisia_haydenella_BOLD_AAD4867_size.227"
"124" "R3928.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACU5785_size.389"
"125" "R5861.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9077_size.407"
"126" "R1739.2__Insecta_Coleoptera_Elateridae_Gamepenthes_NA_BOLD_ACI5218_size.1948"
"127" "R4148.86__Insecta_Coleoptera_Throscidae_Aulonothroscus_NA_BOLD_AAU7339_size.6"
"128" "R5559.3__Insecta_Coleoptera_Scraptiidae_Anaspis_NA_BOLD_AAP7056_size.440"
"129" "R3973.21__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ACB6454_size.24"
"130" "R2500.5__Insecta_Hymenoptera_Formicidae_Lasius_NA_BOLD_AAE1550_size.1938"
"131" "R5415.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC1724_size.183"
"132" "R7291.28__Insecta_Neuroptera_Chrysopidae_Chrysoperla_NA_BOLD_AAB0373_size.15"
"133" "R8182.7__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAV6023_size.115"
"134" "R5480.10__Insecta_Diptera_Sciaridae_Cratyna_NA_BOLD_ACG6762_size.64"
"135" "R6049__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACV5010_size.332"
"136" "R10545__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ABU9891_size.2"
"137" "R1.68__Insecta_Diptera_Asilidae_Laphria_NA_BOLD_AAG6876_size.6856"
"138" "R1952.2__Insecta_Lepidoptera_Geometridae_Plagodis_pulveraria_BOLD_AAA6013_size.2395"
"139" "R4748.5__Insecta_Lepidoptera_Tortricidae_Acleris_curvalana_BOLD_AAB0267_size.583"
"140" "R2507.10__Insecta_Hymenoptera_Diprionidae_Neodiprion_NA_BOLD_ACJ5640_size.456"
"141" "R4954.8__Insecta_Hymenoptera_Diprionidae_Neodiprion_NA_BOLD_ACJ5807_size.432"
"142" "R5928.2__Insecta_Lepidoptera_Copromorphidae_Ellabella_editha_BOLD_ABX3483_size.558"
"143" "R3760.2__Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_size.387"
"144" "R6164.2__Insecta_Hymenoptera_Formicidae_Formica_NA_BOLD_AAA4975_size.339"
"145" "R4865.39__Arachnida_Araneae_Philodromidae_Philodromus_rufus_BOLD_AAB2769_size.37"
"146" "R5747.35__Insecta_Diptera_NA_NA_NA_BOLD_ACK6177_size.12"
"147" "R2583.137__Insecta_Lepidoptera_Argyresthiidae_Argyresthia_NA_BOLD_AAF5253_size.15"
"148" "R5487__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9264_size.260"
"149" "R9073.3__Insecta_Diptera_NA_NA_NA_BOLD_ACF6271_size.3304"
"150" "R8309.21__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACV6172_size.4"
"151" "R4800.7__Insecta_Lepidoptera_Tineidae_Morophagoides_burkerella_BOLD_AAD9378_size.837"
"152" "R8288.7__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACT4289_size.66"
"153" "R5069.66__Insecta_Hymenoptera_Formicidae_Camponotus_vicinus_BOLD_AAC9519_size.53"
"154" "R3301.82__Insecta_Lepidoptera_Geometridae_Pero_NA_BOLD_AAA5527_size.1971"
"155" "R1626.92__Insecta_Lepidoptera_Gelechiidae_Coleotechnites_NA_BOLD_AAW5246_size.243"
"156" "R1581.186__Insecta_Coleoptera_Scraptiidae_NA_NA_BOLD_ABX2446_size.20"
"157" "R2850.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT8296_size.525"
"158" "R1290.3__Insecta_Hemiptera_Cicadellidae_NA_NA_BOLD_ACL9911_size.206"
"159" "R1925__Insecta_Diptera_Tabanidae_NA_NA_BOLD_AAP7672_size.3316"
"160" "R3478.21__Insecta_Diptera_Asilidae_Laphria_asackeni_BOLD_AAU2476_size.622"
"161" "R5811.2__Insecta_Raphidioptera_Raphidiidae_Agulla_unicolor_BOLD_ACA6995_size.789"
"162" "R4633.2__Insecta_Lepidoptera_Geometridae_Scopula_quinquelinearia_BOLD_ACF4078_size.286"
"163" "R4213.5__Insecta_Coleoptera_Cerambycidae_Necydalis_laevicollis_BOLD_ACT4277_size.998"
"164" "R1693.110__Insecta_Lepidoptera_Gelechiidae_Neotelphusa_NA_BOLD_AAA6353_size.103"
"165" "R3962.3__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_AAG5716_size.257"
"166" "R5718.21__Insecta_Lepidoptera_Blastobasidae_Hypatopa_NA_BOLD_ABW8333_size.187"
"167" "R5701.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_AAU9541_size.8"
"168" "R4391__Insecta_Diptera_Mycetophilidae_Syntemna_NA_BOLD_ACN8370_size.116"
"169" "R3862.4__Insecta_Hymenoptera_Pompilidae_Aporus_NA_BOLD_ACQ4467_size.768"
"170" "R2132.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ADC1012_size.170"
"171" "R7824.18__Insecta_Diptera_Fanniidae_NA_NA_BOLD_AAP6343_size.247"
"172" "R3318.4__Insecta_Hymenoptera_Braconidae_Orgilus_NA_BOLD_AAC5505_size.24"
"173" "R1646.3__Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAG4564_size.2038"
"174" "R2987.3__Insecta_Coleoptera_Cerambycidae_Lepturopsis_dolorosa_BOLD_AAJ1376_size.5036"
"175" "R3851.4__Insecta_Hymenoptera_Scelionidae_Telenomus_NA_BOLD_ACX1641_size.80"
"176" "R7873.4__Insecta_Diptera_Anthomyiidae_Hylemya_NA_BOLD_AAI2273_size.1714"
"177" "R4527.20__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_ACI7539_size.962"
"178" "R5506.16__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACT8182_size.18"
"179" "R3812.3__Insecta_Lepidoptera_Geometridae_Ultralcis_latipennis_BOLD_AAC8430_size.460"
"180" "R6412.10__Insecta_Coleoptera_Cerambycidae_Eumichthus_oedipus_BOLD_AAY3573_size.166"
"181" "R2856.2__Insecta_Lepidoptera_Geometridae_Eupithecia_maestosa_BOLD_AAA7998_size.978"
"182" "R5149.37__Insecta_Hymenoptera_Crabronidae_Trypoxylon_clavicerum_BOLD_AAN3726_size.40"
"183" "R5175.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACX4987_size.20"
"184" "R1966.2__Insecta_Coleoptera_NA_NA_NA_BOLD_ACG3777_size.1352"
"185" "R3809.42__Insecta_Lepidoptera_Gracillariidae_Caloptilia_alnivorella_BOLD_AAB7939_size.114"
"186" "R3179.5__Insecta_Lepidoptera_Tineidae_NA_NA_BOLD_ADC2083_size.698"
"187" "R5369.9__Insecta_Coleoptera_Ampedidae_Ampedus_phoenicopterus_BOLD_ACA3174_size.317"
"188" "R10996__Arachnida_Araneae_Gnaphosidae_Sergiolus_montanus_BOLD_AAP4007_size.311"
"189" "R4211.4__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACG6952_size.3888"
"190" "R1423.113__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI2933_size.19"
"191" "R3254.69__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_AAG3314_size.30"
"192" "R10647.6__Insecta_Hymenoptera_Ichneumonidae_Diadromus_NA_BOLD_ACD3537_size.29"
"193" "R6691.4__Insecta_Coleoptera_Melandryidae_Scotochroa_basalis_BOLD_AAL8069_size.450"
"194" "R6275.13__Insecta_Hymenoptera_Formicidae_Formica_NA_BOLD_AAD8688_size.79"
"195" "R4118.30__Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAD2838_size.1487"
"196" "R674.115__Insecta_Lepidoptera_Pyralidae_Ephestiodes_gilvescentella_BOLD_AAA2650_size.70"
"197" "R5765.3__Insecta_Coleoptera_NA_NA_NA_BOLD_AAP7198_size.122"
"198" "R9626__Insecta_Lepidoptera_Tortricidae_Rhopobota_naevana_BOLD_AAA9812_size.304"
"199" "R5909.15__Insecta_Coleoptera_Oedemeridae_Nacerdes_NA_BOLD_ACA8932_size.434"
"200" "R4502.29__Insecta_Coleoptera_Coccinellidae_Psyllobora_borealis_BOLD_ACA7954_size.115"
"201" "R4045.2__Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella_BOLD_AAG8588_size.365"
"202" "R3027.4__Insecta_Lepidoptera_Gelechiidae_Bryotropha_NA_BOLD_AAC5850_size.177"
"203" "R2060.21__Insecta_Diptera_Asilidae_Machimus_vescus_BOLD_AAU2341_size.1041"
"204" "R3396.4__Insecta_Hymenoptera_Ichneumonidae_Cubocephalus_NA_BOLD_AAG8083_size.178"
"205" "R3129.67__Insecta_Diptera_Chloropidae_Dasyopa_NA_BOLD_ADI1308_size.55"
"206" "R5803.3__Insecta_Diptera_Tabanidae_Tabanus_NA_BOLD_AAP7673_size.5556"
"207" "R6954.9__Insecta_Diptera_Syrphidae_Blera_scitula_BOLD_AAI8832_size.2230"
"208" "R5100.2__Insecta_Diptera_Syrphidae_Eupeodes_NA_BOLD_AAB2384_size.717"
"209" "R707.121__Insecta_Diptera_Tabanidae_Tabanus_aegrotus_BOLD_ACD7190_size.835"
"210" "R3738.2__Insecta_Hemiptera_Achilidae_Synecdoche_nemoralis_BOLD_AAV0215_size.668"
"211" "R6072.2__Insecta_Lepidoptera_Blastobasidae_Pigritia_fidella_BOLD_AAD3758_size.40"
"212" "R3899.2__Insecta_Coleoptera_Coccinellidae_Cycloneda_polita_BOLD_ACA6292_size.978"
"213" "R6176.20__Insecta_Coleoptera_Latridiidae_Enicmus_NA_BOLD_ACG8955_size.18"
"214" "R6830.9__Insecta_Diptera_Tachinidae_NA_NA_BOLD_ACI7544_size.763"
"215" "R4982.7__Insecta_Diptera_Syrphidae_Chrysotoxum_NA_BOLD_AAA7273_size.3709"
"216" "R10161.4__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_AAP6493_size.176"
"217" "R7753.15__Insecta_Hymenoptera_Ichneumonidae_Campoletis_NA_BOLD_ACG1630_size.234"
"218" "R5317__Insecta_Raphidioptera_Raphidiidae_Agulla_NA_BOLD_ACA6996_size.642"
"219" "R934.131__Insecta_Hymenoptera_Halictidae_Lasioglossum_NA_BOLD_ABZ0652_size.11"
"220" "R7063.2__Insecta_Hymenoptera_Formicidae_NA_NA_BOLD_ACW9594_size.32"
"221" "R3819.2__Insecta_Lepidoptera_Tortricidae_Orthotaenia_undulana_BOLD_AAB4022_size.133"
"222" "R4439.18__Insecta_Lepidoptera_Blastobasidae_Hypatopa_simplicella_BOLD_AAB9632_size.414"
"223" "R5034.12__Insecta_Coleoptera_Elateridae_Athous_sierrae_BOLD_AAP7790_size.808"
"224" "R6080__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9078_size.662"
"225" "R5088.20__Insecta_Hymenoptera_Ichneumonidae_Aplomerus_NA_BOLD_ACB1489_size.202"
"226" "R3124.48__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_ACG6460_size.1312"
"227" "R2352__Insecta_Hemiptera_Aphididae_Cinara_splendens_BOLD_AAL7025_size.391"
"228" "R5991__Insecta_Coleoptera_Elateridae_Dolerosomus_NA_BOLD_ACI5951_size.121"
"229" "R1912.205__Insecta_Neuroptera_Hemerobiidae_Hemerobius_NA_BOLD_ACZ4269_size.13"
"230" "R5735.7__Insecta_Diptera_Empididae_Rhamphomyia_NA_BOLD_AAP2862_size.125"
"231" "R4933.20__Insecta_Hymenoptera_Ichneumonidae_Helcostizus_NA_BOLD_ACI8855_size.24"
"232" "R4154.81__Insecta_Diptera_Ceratopogonidae_NA_NA_BOLD_ACT5597_size.3"
"233" "R5452.54__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACG6395_size.59"
"234" "R4086.4__Insecta_Diptera_Sciaridae_Hyperlasion_wasmanni_BOLD_ACX4194_size.392"
"235" "R4065.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ADC1777_size.80"
"236" "R1789.22__Insecta_Lepidoptera_Noctuidae_Pseudorthodes_irrorata_BOLD_ABZ1590_size.818"
"237" "R10463.8__Insecta_Lepidoptera_Yponomeutidae_Eucalantica_polita_BOLD_AAB6103_size.46"
"238" "R3447.95__Insecta_Hemiptera_Cicadellidae_Empoasca_NA_BOLD_ACC4174_size.4"
"239" "R2962.90__Insecta_Hemiptera_Miridae_Phytocoris_NA_BOLD_AAG8886_size.20"
"240" "R5154__Insecta_Coleoptera_Ampedidae_Ampedus_NA_BOLD_ACU9860_size.150"
"241" "R5132.18__Insecta_Hymenoptera_Braconidae_Dinotrema_NA_BOLD_ABX5161_size.8"
"242" "R5193.38__Insecta_Hymenoptera_Ichneumonidae_Ichneumon_memorator_BOLD_ACE4814_size.318"
"243" "R2694.5__Insecta_Coleoptera_Cerambycidae_Stenostrophia_NA_BOLD_ABW6219_size.1211"
"244" "R4590.7__Insecta_Lepidoptera_Ypsolophidae_Ypsolopha_rubrella_BOLD_AAF5804_size.376"
"245" "R5647.5__Insecta_Hemiptera_Cicadellidae_Eupteryx_NA_BOLD_ABA5805_size.48"
"246" "R1130.30__Insecta_Diptera_Scathophagidae_Scathophaga_NA_BOLD_AAD0853_size.627"
"247" "R4915.24__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI6600_size.282"
"248" "R4798.30__Insecta_Coleoptera_Lampyridae_Phausis_NA_BOLD_ACC3124_size.132"
"249" "R5184__Insecta_Hymenoptera_Ichneumonidae_Bathythrix_fragilis_BOLD_AAQ2908_size.117"
"250" "R5387.8__Insecta_Lepidoptera_Tortricidae_Epinotia_tsugana_BOLD_AAD9403_size.55"
"251" "R2195.110__Insecta_Coleoptera_Eucnemidae_Epiphanis_cornutus_BOLD_AAP7844_size.10"
"252" "R3651.2__Insecta_Diptera_Syrphidae_Melanostoma_mellinum_BOLD_AAB2866_size.493"
"253" "R5519.10__Insecta_Coleoptera_NA_NA_NA_BOLD_AAL8070_size.32"
"254" "R6631.12__Insecta_Lepidoptera_NA_NA_NA_BOLD_ABX3771_size.172"
"255" "R5568.34__Insecta_Hemiptera_Cicadellidae_Macustus_NA_BOLD_ACY0336_size.26"
"256" "R3226.7__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_AAG7729_size.205"
"257" "R4556.29__Insecta_Coleoptera_Anobiidae_Ptilinus_basalis_BOLD_ACI7730_size.154"
"258" "R5411.25__Insecta_Lepidoptera_NA_NA_NA_BOLD_ACE5079_size.242"
"259" "R5184.18__Insecta_Diptera_Dolichopodidae_NA_NA_BOLD_ACC0778_size.95"
