"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
20,0.2,0.6,0.75,0.75,0.002,2,0.1,"relu",0.3,1,4117.0263671875,65.892,0.874131550623552,0.658083295986045,-19.9408789969838,-8.63969353318814,0.407223136870861,-0.357088085571119,5.39968512700557,3.03697022720919,0.232673134076023,0.0989122629691531,0.524069135614323,0.218055627208297,0,40,1
21,0.4,0.4,1,1,0.001,1,0.1,"relu",0.3,0.1,4511.9560546875,69.64,0.870620005349679,0.661563362328216,-20.0532089378577,-8.52445475745396,0.394341876680623,-0.328634151686827,4.59454007831555,2.43069362563033,0.222851312365475,0.0928969977191301,0.521233762895371,0.212118994221599,0,38,1
22,0.8,0.4,0,0.25,0.002,2,0.1,"relu",1,0.6,4170.6103515625,65.523,0.890867224983581,0.648150118594251,-18.5361179773493,-9.76576045035435,0.458198308703959,-0.937895665318189,5.90682159756784,3.11178036350848,0.28760255187775,0.106738298090201,0.569089068390356,0.199212285811645,0,49,1
23,0.6,0,1,0.75,0.002,2,0.2,"relu",0.8,0.5,4696.005859375,76.679,0.856990952303294,0.667374720559763,-20.8711803691819,-8.14808817223474,0.36140436886325,-0.229176134512503,3.60073319195967,2.43210137111768,0.190487458322729,0.0881114592563539,0.481630865977723,0.220814340665177,0,36,1
24,0.6,1,1,0.75,0.001,1,0.2,"relu",0.8,0.7,4710.1240234375,72.874,0.859288265827018,0.66320357065997,-20.933749931063,-8.01354475406365,0.360189078279696,-0.180553062491716,3.58791325734634,2.4139150777194,0.196380977311109,0.0916931271123879,0.487963010381551,0.22199702980221,0,38,1
25,1,1,1,0.75,0.001,2,0.2,"relu",1,0,5102.5703125,80.04,0.822211237096766,0.650486453967092,-22.6781370176625,-7.71783667167901,0.283303891457594,-0.0728404835466124,2.66551389022569,1.75972833692728,0.141116081168534,0.0676791073524799,0.423398383344119,0.201398166015435,0,42,1
26,1,0.2,1,0.75,0.001,2,0.1,"relu",0.9,0.5,4749.27197265625,71.087,0.85378725980239,0.666667626802862,-21.1079510196195,-8.15099890096211,0.353632037647228,-0.267487024431696,3.52268611264033,2.11856537899001,0.193902637808647,0.0901095607699895,0.480175156444374,0.228795431727092,0,34,1
27,0.8,0.6,1,0.25,0.002,1,0.1,"relu",0.6,0.6,4202.5654296875,67.904,0.889861470565466,0.684423033366279,-18.6781284282029,-8.73737358926452,0.453276432375268,-0.443048633252755,5.92831501275649,10.9680948013792,0.277907343417038,0.107716108755948,0.559282800351842,0.232973912110125,0,32,1
28,0.2,0,0.75,0.25,0.002,1,0.2,"relu",0.4,0.6,4339.021484375,71.524,0.886185363587704,0.694966786424073,-19.2846234208759,-8.25663126229344,0.429328377704799,-0.299045809162268,5.24322122380964,2.74400830953691,0.244052938057915,0.114115246641564,0.544093100912626,0.256015492823197,0,31,1
29,1,0.4,0.75,0.75,0.001,1,0.2,"relu",0,0.2,4321.37890625,54.704,0.808115341610911,0.64034536463963,-23.3879996347264,-7.64330634230097,0.258185700081303,-0.045771919188463,2.44133343865374,1.49841249617491,0.125702742395035,0.0578722192529778,0.399373251694023,0.177473247431879,0,48,1
30,0,0.6,1,1,0.001,1,0.2,"relu",0.1,1,4264.45947265625,65.486,0.858369286709737,0.686431154732219,-21.1183420560896,-7.72097461318257,0.353939109411825,-0.12155194756105,3.58801840689817,2.03437670782537,0.183115469809546,0.0908435809311919,0.491970045644027,0.238367371337003,0,32,1
31,0.6,0.2,0.25,0.75,0.002,2,0.2,"relu",0,0.5,4319.669921875,54.352,0.824205017017846,0.648300001555248,-23.0612992096003,-7.81911476212086,0.280180595102252,-0.0929198073810629,2.96023244171844,1.67465355138017,0.145891944304717,0.0652799725690176,0.424320634777143,0.190577450821381,0,44,1
32,0.2,0.2,0.25,0.75,0.001,2,0.1,"relu",0.2,0.3,4713.1455078125,71.029,0.857215296502999,0.665708542204995,-20.9471857501785,-7.95052285151384,0.356633053009377,-0.179989980006359,3.41188464120164,2.17147762998997,0.197382646031854,0.0893434436299608,0.48647556980465,0.223648425381444,0,37,1
33,1,0.4,0.5,0.5,0.001,2,0.2,"relu",0,0.5,4680.90234375,58.15,0.765725695003446,0.633856386084438,-25.0431966775776,-7.53999471281673,0.188305791841163,-0.00330091514221312,1.91973106392081,1.44059699643406,0.0903649585395235,0.0495275868001512,0.337416260198378,0.176495813622822,0,48,1
34,0.6,0.6,0.75,0.75,0.001,2,0.1,"relu",0.2,0.7,4950.3896484375,74.297,0.83288440930941,0.666154270976175,-22.0182827850415,-7.8734576187093,0.314806286616385,-0.13862390170584,3.10237492927089,2.04200308089452,0.169845653493313,0.0762528702223829,0.442320751646385,0.204453437352539,0,39,1
35,1,0.6,0.75,1,0.002,1,0.1,"relu",0.5,0.1,3967.15673828125,62.324,0.909109437250911,0.674506506811414,-17.6317496694604,-9.31601820916247,0.49460092493246,-0.678119685556515,7.10870569876289,3.51865172921503,0.307493816308242,0.10615210029426,0.604654474158809,0.224719538142923,0,36,1
36,0.4,0,1,0,0.001,2,0.2,"relu",0.3,0.6,5127.5546875,76.71,0.821004585211206,0.652476840087688,-22.7893446447563,-7.66540069974576,0.27857979713595,-0.0862904024865179,2.50989256495147,1.78008866484665,0.140978495047272,0.0710931569494209,0.414297537827542,0.203324782552634,0,40,1
37,0.4,0,0,1,0.001,1,0.1,"relu",0.1,0,4267.607421875,65.456,0.888128813618707,0.671627681363862,-18.9694256759744,-8.62053994469443,0.444633110832904,-0.362837042730437,5.76098469765492,3.00532712452173,0.272054511564044,0.113713180543219,0.562474115141462,0.231381808676461,0,41,1
38,1,0.6,0,1,0.002,2,0.2,"relu",0.7,0.8,4325.7431640625,74.228,0.888571543061092,0.667559644595559,-19.2260459390246,-8.51224070167791,0.432169138941295,-0.32389530268047,4.9588802558609,3.28542546457044,0.259612707089155,0.114212498002519,0.554121440692699,0.23347516581397,0,35,1
39,0,0.4,0.75,0.5,0.001,1,0.2,"relu",0.5,0.8,4846.70068359375,73.339,0.84367305080385,0.67623688140611,-21.5408951367004,-7.8919036106078,0.335738955672578,-0.18518987363963,3.3552455865357,2.5058318140724,0.176542827055421,0.0865921292011753,0.460987640231049,0.228602040166927,0,31,1
40,0.2,0.8,0.25,0,0.002,2,0.1,"relu",0.2,0.7,4303.88427734375,66.755,0.886271556478563,0.682065579098538,-19.1288405176871,-8.56556038808846,0.433296573350942,-0.395902775625578,4.57061387397433,3.00709189425454,0.254007717720533,0.111877545206934,0.544949784164946,0.239649770069023,0,34,1
41,0.6,1,0,0.25,0.001,2,0.2,"relu",0,0.9,4237.3837890625,51.84,0.821981746388834,0.638230155891994,-22.9850232355564,-7.79114606872168,0.279294690256253,-0.0745176644029986,2.73116068811064,1.59731487799415,0.152144324289832,0.0628764499071899,0.432424871508695,0.178051616339175,1,42,1
42,1,0.4,0.25,0.5,0.002,1,0.2,"relu",0.4,0.7,4619.5654296875,74.931,0.865065574931784,0.671155073700891,-20.5313206335449,-8.09988890846817,0.376196890804875,-0.217481291172182,3.67167022644178,2.26657412537081,0.212979289439096,0.100516816447759,0.496778221953068,0.240020846302105,0,34,1
43,0.2,0.6,0.75,0,0.002,2,0.1,"relu",0.9,0.6,4218.5615234375,66.567,0.891953164447804,0.68809337852347,-18.7492281043364,-8.54166731565453,0.448239222499632,-0.388595072010797,5.26609243527961,2.67815551534533,0.260448630138398,0.107895339482895,0.5627358787211,0.240794177842132,0,32,1
44,0.8,0.6,0.75,0.5,0.002,1,0.2,"relu",0,0.6,4164.90234375,52.831,0.842326623596117,0.675760513585669,-22.0274211042908,-7.75678957151898,0.32211461019125,-0.0702585446313558,3.06122697233192,1.79971669593682,0.172629166875893,0.0881972529894002,0.455998840449557,0.227656232548557,0,38,1
45,1,1,0,0,0.001,2,0.2,"relu",0.5,0.5,4872.90771484375,73.503,0.844519909824193,0.649680520320485,-21.6572483271581,-8.03898663925766,0.334028892630842,-0.121340129608975,3.49020016379529,2.10675586082765,0.185732293192096,0.0732089804551344,0.469342637915267,0.189176505708645,0,36,1
46,0,0,0.25,0,0.001,2,0.1,"relu",0.1,0.4,4839.87158203125,72.055,0.840314580758734,0.675673972544354,-21.5199545379645,-7.99733484822353,0.33164348517989,-0.173278844627566,3.30460012407286,2.23262062522048,0.178127327974301,0.0894717644239368,0.459699809490643,0.234476632924812,0,30,1
47,1,0.2,0.5,0,0.001,2,0.2,"relu",0.4,0.9,5078.2294921875,78.541,0.824397364078506,0.661637273538692,-22.6404831953513,-7.66381845731372,0.285677445097889,-0.0793605170610284,2.66836890404106,1.79979761459473,0.147161843524766,0.0714905300213448,0.423787748801291,0.210602008325498,0,34,1
48,0,0,0.75,0.75,0.002,2,0.2,"relu",0.8,0.4,4628.73681640625,106.274,0.867230162712498,0.696005919147362,-20.5723957201962,-7.86840696606476,0.374541402796081,-0.164979567905462,3.76078597353588,2.31270188589565,0.197621171869001,0.110292889918893,0.504617085351046,0.267593931992713,0,29,1
49,1,0.4,0,1,0.001,2,0.1,"relu",0.3,0.7,4621.39697265625,68.689,0.86241366650464,0.650672350853403,-20.5396896258831,-8.48094836918447,0.3783551230426,-0.280382656787881,4.1594159904307,2.88524480507339,0.225569726608947,0.0867364086046973,0.50529867526294,0.198173701949116,0,39,1
50,1,1,0.75,0.75,0.001,2,0.2,"relu",0.7,0.8,5206.255859375,78.154,0.810379788488116,0.647201606568293,-23.1402242780861,-7.80253101687083,0.266046345793274,-0.108685063252766,2.51152376058941,1.70846710775922,0.134746413751415,0.0691405892201482,0.401568554332819,0.198532132913918,0,41,1
51,0.6,0,0.75,0.5,0.002,2,0.1,"relu",0.9,0,4374.80859375,68.507,0.879467964745293,0.661502688159871,-19.4436079669549,-8.83330199368767,0.421857378815865,-0.532885369755959,4.95819070372146,2.74632833739125,0.239214117606517,0.10254859867732,0.53771097802885,0.214625245024353,0,39,1
52,0.4,1,0,0.75,0.002,2,0.1,"relu",0.7,0.4,4083.40844726562,63.193,0.89881931905436,0.662172974576906,-18.1484904185941,-9.19517335839837,0.474680509022633,-0.763699498145591,6.31232278130383,5.3683449093471,0.301020179362709,0.114988437838177,0.582307157176346,0.216872343950566,0,40,1
53,0.6,1,0,0.5,0.001,1,0.2,"relu",0.9,0.8,4539.5302734375,70.679,0.872659125869274,0.671591090782637,-20.1757494690723,-8.25887365383746,0.398305941001953,-0.263710193103781,4.91818700799876,2.33473034906829,0.237775921379454,0.100178129402603,0.530604596875788,0.220126589913052,0,35,1
54,0,0.6,0.75,0,0.002,2,0.2,"relu",0.5,0.7,4706.26953125,73.725,0.859793238121396,0.679594065900599,-20.9168239851118,-7.98793073306666,0.359786946382335,-0.187821494984074,3.51980056834997,2.23424703800944,0.192577798030066,0.0988230811229236,0.483967879223803,0.242864969885028,0,33,1
55,1,0.8,0.25,1,0.002,2,0.2,"relu",0.9,0.2,4571.6513671875,73.317,0.87260215844548,0.690449653640608,-20.3184462925852,-7.78589232732794,0.386619327754969,-0.124014845851059,3.97733688334529,2.51483870472349,0.20507994293077,0.105742423275611,0.521334523845845,0.259093328491128,0,32,1
56,0.8,0.2,0.5,0.5,0.002,2,0.1,"relu",0.3,0.5,4247.78857421875,68.792,0.89010907542226,0.679721853629997,-18.8792184732848,-8.84751998673756,0.447014684063694,-0.547989920311195,5.25646371831746,3.04305421831252,0.27035340775269,0.120457163212988,0.561752446796342,0.251477922865222,0,32,1
57,0.4,0.6,0,0.5,0.001,2,0.2,"relu",0.7,0.8,4860.8193359375,76.572,0.84577084910791,0.650453654303787,-21.6083848954671,-8.36490564727156,0.33692859686345,-0.244418986264849,3.66239361635406,2.28879905939474,0.182978981705193,0.0733698413953783,0.467119178563376,0.19068310688062,0,37,1
58,0.8,0,0.75,0.5,0.001,1,0.2,"relu",0.9,0.2,4847.2880859375,76.536,0.844363029334633,0.664856097936943,-21.5434572715694,-7.88230796866039,0.334895126646341,-0.136958534496145,3.31133716958466,1.89837321007754,0.178713974462746,0.0804379690156299,0.463180141866968,0.211600895254292,0,31,1
59,0.2,0.2,0.25,0.75,0.002,1,0.2,"relu",0.8,0.4,4284.01171875,69.811,0.89058035891664,0.667803150063718,-19.0400753682691,-8.39312643682955,0.435782949155302,-0.312122573334068,4.80111909465754,2.39519216972415,0.250156575327902,0.094761622942711,0.552663928012731,0.220696279210925,0,33,1
60,0.8,0.8,0.25,0.5,0.001,2,0.2,"relu",0.8,0.7,5367.9482421875,81.543,0.79120950018834,0.627751652311954,-23.857585495766,-7.88431867420235,0.232150874688874,-0.0925573294562435,2.21595802837979,1.49416813665946,0.108551172292736,0.0525324898495857,0.370085318498721,0.162246339338754,5,49,1
61,0.6,0.4,1,0.5,0.001,2,0.1,"relu",0.2,0.8,4784.56396484375,71.024,0.846142550459388,0.667349391584538,-21.3385295850543,-8.12515410652275,0.343632084641301,-0.247444823741224,3.67483367641397,2.24894860573253,0.192348439708226,0.0938704960451575,0.469074146572028,0.214588135978127,1,38,1
62,0.6,0.6,0.5,0.5,0.002,2,0.1,"relu",0.5,0,4322.87548828125,66.499,0.885685267276244,0.681746658849083,-19.2128046178423,-8.4993809395444,0.43409218623244,-0.329785018579024,5.54726309269275,2.40213808537027,0.250543466061739,0.10212362528328,0.550611836251777,0.237114320041699,0,36,1
63,0.6,0.6,0.25,0.25,0.002,2,0.2,"relu",0.2,1,4349.0869140625,69.142,0.854408980666989,0.669129628869505,-21.0983073465357,-8.04837679973175,0.355413952990611,-0.233754815972356,3.69299584657536,2.61859993501097,0.180625381246097,0.0894335996607544,0.481925663336216,0.232442840332822,0,36,1
64,0.8,1,1,0.75,0.001,2,0.1,"relu",0.6,0.5,4875.74169921875,73.98,0.839699095999246,0.67503934753787,-21.6700058505294,-7.91155199695025,0.328622227233086,-0.164165704798457,3.24095872272966,2.0870032918492,0.179833706642906,0.086729331000878,0.449835379351031,0.233498702923424,0,31,1
65,0.2,0,0.75,1,0.002,1,0.2,"relu",0.1,0.4,4317.59521484375,71.185,0.890096862429404,0.685153069087447,-19.1894804729926,-8.35012895180879,0.432457065307559,-0.303215945290914,4.70229500630729,2.40039319088423,0.250535104685193,0.112813710914055,0.554453405031531,0.242820245294676,0,32,1
66,0.4,0.2,0,1,0.001,2,0.1,"relu",0.3,0.2,4666.7158203125,68.997,0.856443830408339,0.645662665330859,-20.7409798865352,-8.40443769838407,0.36786901787739,-0.279038537058696,3.82522915946939,2.10814098192858,0.224272830136231,0.0916244927716353,0.494860652304383,0.196664236440611,0,39,1
67,0,0.6,0.75,0.25,0.002,1,0.2,"relu",0.7,1,4212.86767578125,69.543,0.87908455121967,0.689511425448464,-19.7641855674526,-8.16383999936373,0.410708663268626,-0.22262237006599,4.56937473869422,2.62870716846318,0.218321708849383,0.101600084422116,0.532999893884835,0.238097026762022,0,28,1
68,1,0.4,0.25,0,0.002,1,0.2,"relu",0.1,0.5,4482.8740234375,72.506,0.87503809030861,0.689925572670178,-19.9245180710011,-7.90156540711695,0.400986960158093,-0.166269838020911,4.09132469333596,2.51771245414291,0.225035725176586,0.101400067301495,0.518211359034743,0.246909904519057,0,28,1
69,0.4,1,1,0,0.001,1,0.1,"relu",1,0.2,4524.54248046875,67.76,0.868206710735336,0.662182037425904,-20.1090716400262,-8.79236745234641,0.396895259024201,-0.431193133021111,4.74319448274971,2.84699566264806,0.224735668756395,0.100906482899796,0.516170731539543,0.213160852757794,0,42,1
70,1,0.6,0.25,0.75,0.002,2,0.1,"relu",0.5,0.9,4253.84228515625,67.149,0.893312046213941,0.682878858340726,-18.907284441247,-8.96995243698735,0.443294548746485,-0.569116846803334,5.09754350759275,2.62792472201739,0.26634938416714,0.122475802509766,0.557751114593985,0.244477571815148,0,32,1
71,0,1,0.25,0.25,0.002,1,0.2,"relu",0,0.5,3912.8349609375,51.398,0.86412679706554,0.66538774515792,-21.1117814756215,-8.1950606478874,0.363389640030453,-0.217719067695102,3.95454355781365,2.01435444432961,0.181477137812484,0.0753225921822313,0.495706552203011,0.217201216001273,0,39,1
72,1,0.8,1,0.25,0.002,2,0.1,"relu",0.3,0.1,4392.7548828125,70.337,0.876684815211661,0.672892059741749,-19.5235461353985,-8.87079647652321,0.416909792258353,-0.541743445119126,4.52358187944349,3.11557646745871,0.242541178061129,0.118241896295281,0.526285106918259,0.229473676660191,0,37,1
73,0.8,1,0.25,1,0.001,2,0.2,"relu",1,0.2,4906.5791015625,76.795,0.853717752195567,0.668727149291737,-21.8070329838678,-7.61864422534332,0.323170712169257,-0.0494661329811176,3.02102358038426,1.98063996242235,0.160244419329918,0.0770280272078937,0.475907042756864,0.222115688521113,0,38,1
74,1,0,0.75,0,0.001,1,0.1,"relu",0.3,0.1,4406.1103515625,67.474,0.877330095329528,0.676775899651306,-19.5827559424473,-8.48128698902151,0.416893058194036,-0.332775748149259,4.76129676468941,2.36279060532327,0.245406262882768,0.107543370753391,0.536467948865933,0.229045410164114,0,32,1
75,0,0.8,0,1,0.001,2,0.2,"relu",0.6,0.3,4770.52734375,71.268,0.852856109254984,0.661483731724642,-21.2023488837154,-8.1243864889488,0.352407251204954,-0.181561684075933,3.76574427452811,2.17514923892758,0.198805617071542,0.0869172709809054,0.488379175997833,0.208123915840136,0,39,1
76,0.4,1,0.75,1,0.002,2,0.2,"relu",1,0.6,4798.1279296875,75.162,0.858481170007592,0.65233018984497,-21.3250676442973,-7.86744846130927,0.344197321588577,-0.105401478183447,3.10106609454179,1.82859035846288,0.179634976428138,0.0717500694637608,0.482328028583374,0.200458911073816,0,34,1
77,0.2,1,0.5,0.75,0.002,2,0.2,"relu",0.8,0,4737.2470703125,74.636,0.85376037267682,0.671307082824227,-21.0544675105805,-7.95402939442593,0.354051450294902,-0.170468995016608,3.44208994103812,2.08888410692099,0.192859724654498,0.0900415024629605,0.475615947049839,0.231114660923502,0,42,1
78,0,0.8,0.5,0.5,0.001,1,0.1,"relu",0.9,0.8,4338.3212890625,66.876,0.884908428599266,0.669039152131082,-19.3027784159785,-9.07731036877674,0.428935331543719,-0.539391763125146,5.9562303319117,3.16119087135391,0.245201957031297,0.111616297854231,0.54646452321467,0.229003619812933,0,42,1
79,0.4,1,0.25,0.25,0.002,1,0.1,"relu",0.4,0.7,4120.52001953125,66.043,0.89479125142682,0.700802223936277,-18.3134404432639,-8.87088688795463,0.469252207440944,-0.480847046781126,7.51750636736377,4.08476968066376,0.286050789394355,0.128640320063019,0.577142462662155,0.258443616151728,0,27,1
80,0,0.8,1,1,0.002,1,0.2,"relu",0,0,4223.61376953125,53.216,0.842725166893117,0.637261930518655,-22.2051422736797,-8.12658825006872,0.309773898697469,-0.178542318643525,2.67981572510601,1.60805977023864,0.160831636056336,0.0627658033857569,0.447886990707276,0.187096137280154,0,55,1
81,0.2,0.8,0,0.75,0.001,2,0.1,"relu",0.5,0.4,4427.40576171875,67.576,0.879796740378677,0.656664840972408,-19.6772919868965,-8.55068036616706,0.415557369620041,-0.346796372434436,4.83616049313176,3.02227362219488,0.251386692453803,0.100105999107218,0.543522430293383,0.203620362522587,0,40,1
82,0.4,0.8,1,1,0.001,1,0.2,"relu",0,0,4170.09130859375,52.963,0.813699228827018,0.643152244674562,-22.9414270665272,-7.78034710871444,0.276720991360224,-0.107856697276348,2.4279346056584,1.58837126610442,0.143412816937551,0.0682368518816353,0.403644516363134,0.190485175752613,0,38,1
83,0.2,0.6,0.25,0.75,0.001,1,0.2,"relu",0.2,0.8,4646.85546875,73.544,0.864695508118778,0.670301405577049,-20.7081105157591,-7.96053728748484,0.367986043939313,-0.156273774667222,3.75631477853038,2.11670923151645,0.200133354848889,0.0872523263161233,0.505055280904412,0.223274434335536,0,34,1
84,0.6,1,0.5,0.25,0.002,2,0.2,"relu",1,0.3,4818.6533203125,74.354,0.849959898813232,0.670852479868146,-21.4162140355804,-7.91036097772507,0.340068774331747,-0.158574183230837,3.19370552577517,2.34283892557458,0.177261280355767,0.0824963108011488,0.46760549018709,0.222218676579103,0,36,1
85,0.2,0,1,0.5,0.002,1,0.2,"relu",0.1,0.1,4421.486328125,73.661,0.878685016004999,0.687281776341043,-19.6513433169245,-8.25517222475497,0.413394883832845,-0.29857792026405,4.64195667342642,2.76048201617427,0.230022975426878,0.109978275651296,0.531878575115086,0.252770584450534,0,28,1
86,0.2,0.4,0,0.5,0.002,1,0.1,"relu",1,0.6,3850.09643554688,61.856,0.911123632908357,0.665374068036276,-17.111511758471,-10.1354649154777,0.518100406556872,-1.1012081541517,8.76402346272007,4.171658195086,0.359523960725893,0.135210177872645,0.620630949947764,0.228101008883065,0,43,1
87,0.6,0.6,0.25,0.5,0.001,2,0.1,"relu",1,0.2,5017.171875,76.637,0.824891780309813,0.645743359425742,-22.2985832811913,-8.28683439101651,0.301603132901336,-0.233445050211493,3.14952299007206,2.03295714963947,0.159490197076433,0.0749103860034205,0.427323207655885,0.192662065071117,0,44,1
88,0.2,0.2,1,0.5,0.002,1,0.2,"relu",0.2,0.4,4483.0400390625,72.761,0.876547885584438,0.680397543632838,-19.9245693236083,-8.2356330229321,0.402162001547409,-0.290603123472144,4.22509935092473,2.90009793469067,0.232183110552383,0.105125680641635,0.522896673390282,0.237546266928985,0,34,1
89,0.6,0.8,1,0,0.002,1,0.2,"relu",0.2,1,4086.48779296875,67.643,0.873505950436786,0.693464484164307,-20.0779911535197,-8.27030262436929,0.398180468834526,-0.29878709338333,4.75468999471471,2.53547569341757,0.219435634573164,0.107402659842332,0.518343758982077,0.250094713225241,0,33,1
