"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
19,0.6,0.2,1,0.25,0.001,1,0.1,"relu",0.9,1,3817.39135742188,63.308,0.877261193477013,0.673834128834129,-19.3411870882432,-7.00683700082797,0.393113826225514,-0.154425058132383,4.97545407454039,2.4270335116113,0.193627244258735,0.0808759024071356,0.531297574889153,0.239167821030016,0,43,1
20,0.8,1,0.25,0,0.002,2,0.2,"relu",0.4,0.2,4376.28369140625,74.769,0.825121787734988,0.659833962333962,-21.619084082244,-7.05340004802622,0.286095854910302,-0.193410609930716,2.76712894355086,1.87824729092566,0.125076791074942,0.0635580380706378,0.418143291405885,0.211277019997302,0,45,1
21,0,0,0.75,0.25,0.001,1,0.3,"relu",0.7,0.3,4586.703125,73.151,0.79381746154122,0.632692699038853,-22.7264692190688,-6.75238928671967,0.230992692262422,-0.0725929544135847,2.25135511712747,1.67175942105288,0.100197724005747,0.0489840688535687,0.372984224492752,0.185124875704853,0,52,1
22,0.6,0,1,0.75,0.002,1,0.2,"relu",0.4,1,3887.00830078125,68.338,0.867856820629436,0.685389781159012,-20.1134241430201,-6.94675231537543,0.363843386554596,-0.151333072568834,3.79374557574735,2.3621765468437,0.161829721135367,0.0830553326636808,0.505571589280321,0.260438813869147,0,38,1
23,0.2,0,0,0,0.003,2,0.4,"relu",0.4,0.6,4439.61865234375,72.89,0.821430550304744,0.651854057623288,-21.6960540190102,-6.92234843787826,0.279828522793293,-0.104610615921412,2.79979067647175,1.79796910513988,0.137108584114276,0.0680151330366421,0.423885121804214,0.185316028218451,0,44,1
24,0.6,0.4,1,1,0.003,1,0.4,"relu",0.7,0.1,4542.83251953125,79.624,0.815548113393964,0.648118249272095,-22.447014886234,-6.64345409297204,0.244555236482552,-0.0199724981837071,2.42845583894525,1.69735677943174,0.104235861079734,0.0538478855027892,0.401132109368529,0.186189486516481,0,51,1
25,0.8,0.6,1,0.25,0.002,1,0.1,"relu",0.2,0,3660.62451171875,60.29,0.904491109979933,0.682962568058722,-17.551724526342,-7.59010694894487,0.464044138036277,-0.428723414385474,5.69662449487203,5.71742082723207,0.25585265074865,0.104633792525044,0.587785858963259,0.244258758086414,0,35,1
26,0.6,0.6,0,0.5,0.003,1,0.3,"relu",0.2,0.8,4018.85668945312,65.092,0.875752076350584,0.642661128045743,-19.3185895617343,-7.72094936083503,0.389403124832585,-0.431644170267643,4.11303392073463,2.23721113490482,0.217101095146255,0.0887606246496595,0.528312785829035,0.186383456396147,0,51,1
27,0.6,0.6,0.75,1,0.002,2,0.4,"relu",0.8,0,4816.83935546875,84.42,0.784087673324774,0.63247594997595,-23.8728794461275,-6.56751659402736,0.171700728084826,0.00628479441637468,1.63307291627625,1.36158392573686,0.0644416354884885,0.0363370767178545,0.342028555803195,0.165620921628076,1,45,1
28,0,0.6,1,1,0.002,2,0.1,"relu",0.2,0.9,3652.93408203125,61.47,0.910276259126321,0.645932368913138,-17.6153280368442,-7.94113494520538,0.464946235538506,-0.564218669029677,5.6176595434929,3.24693429690393,0.246435291466019,0.0737357971063805,0.598644148461751,0.19247794919019,0,45,1
29,0.6,0.8,0.75,0.75,0.003,2,0.2,"relu",0.5,0.7,4072.111328125,68.578,0.869871935841152,0.674777345161961,-19.8283445538311,-6.88027469179132,0.366799038088071,-0.118544198823633,3.67568959293593,2.24037550473707,0.177953085634651,0.087355480283004,0.506446863342078,0.224287951517008,0,39,1
30,1,0.4,0.5,0.5,0.001,1,0.2,"relu",0.1,0.6,4190.5244140625,68.46,0.850977173517962,0.674618849811157,-20.5809030823255,-6.72701990155249,0.332556289711278,-0.0728666792879662,3.36840905258921,2.29585605266671,0.157485989298737,0.0754860397688288,0.47948064037401,0.241048912989752,1,38,1
31,1,0,0.25,1,0.003,2,0.2,"relu",0.1,0.7,3975.13916015625,69.79,0.883101450014493,0.683921833152602,-19.506907261998,-7.02079267327374,0.386081087587354,-0.185099561647238,4.17812361224608,2.63226543589386,0.178546586743992,0.0838972823171702,0.535373656673138,0.240109224953247,0,33,1
32,1,0.6,0.75,1,0.002,1,0.1,"relu",0.7,0.6,3810.2705078125,62.333,0.888481141117958,0.649420842690073,-18.5458912514258,-7.89930850337032,0.427599013387478,-0.675229597282984,5.1169534275863,2.08596990920298,0.219634535165812,0.0693869748787646,0.552946717106166,0.183987495083595,0,48,1
33,0.8,0.6,0.25,0.25,0.001,2,0.3,"relu",0.8,0.9,4786.30859375,76.611,0.769263764099942,0.6382630617246,-23.6811389692246,-6.61232094725173,0.182569470017638,-0.00810824237057258,1.78271763918444,1.45142574626315,0.0731779937916273,0.0414640449968252,0.331061444306222,0.178262237351427,2,53,1
34,0,0.2,0,0,0.002,1,0.4,"relu",0.2,0.2,4142.04833984375,65.209,0.863336859965434,0.659969930354546,-20.2596115337272,-7.00885591351375,0.350641414131601,-0.145335153908911,3.50665026885924,2.06480151252742,0.166613847042605,0.0726424082865109,0.500518910087746,0.194359507411713,0,43,1
35,0.6,1,0,0.25,0.001,1,0.2,"relu",0.8,0.7,4021.50561523438,63.446,0.870148018866893,0.653314185814186,-19.563001981475,-7.40942763266691,0.380789462109871,-0.317289465004167,4.61397753945256,2.57140339758023,0.197118619221206,0.0702620458102203,0.517198700360374,0.185637652757659,0,45,1
36,0.6,0.6,0.25,0.75,0.003,2,0.4,"relu",0.2,0.7,4713.267578125,77.178,0.802062510871926,0.643532108916724,-23.0405056961855,-6.57642059452881,0.21213316555792,0.00612110515357931,1.92448877999333,1.47821728375379,0.0936659770967995,0.0507384946337062,0.378504840984058,0.180331323236288,0,53,1
37,1,0.6,0.75,0.25,0.001,2,0.4,"relu",0.6,0.2,5116.2705078125,86.052,0.674300520816791,0.574050016934632,-25.6480046967988,-6.68656536911953,0.0858853883448251,-0.00158247670122174,1.3006048615298,1.13943230184287,0.0301046863225739,0.0163697709237748,0.209525811216087,0.107748474577456,19,57,1
38,0.4,0.8,0.75,0.75,0.003,2,0.4,"relu",0.2,0.9,4661.8017578125,81.048,0.771624678310733,0.634306519691135,-23.4189253914515,-6.66145585279275,0.193713652882679,-0.0133140885513341,2.04877194551026,1.70541781339317,0.085672878129501,0.0470463648147175,0.331455061514251,0.174463995989906,2,53,1
39,0.4,0.6,0.75,0,0.003,2,0.2,"relu",0.3,0.5,4069.12939453125,69.928,0.871455455275242,0.667795850872774,-19.9704130673905,-7.1574193980194,0.365295660368341,-0.240652795592195,3.74702187439177,2.40815511795701,0.169554053939152,0.0760995441862906,0.504599118814357,0.228480881558365,0,42,1
40,0,0,0.75,0.75,0.002,1,0.2,"relu",0.5,0.9,3788.68310546875,63.317,0.897374114239887,0.666602140736756,-18.4527859086824,-7.52549138299469,0.430936675328465,-0.406884800465702,4.60306362371426,2.64346845721487,0.208512720842959,0.0901487728406253,0.55948911590638,0.224611919939607,0,45,1
41,0.6,0.6,0,0,0.001,2,0.4,"relu",0.7,0.2,4837.42041015625,75.609,0.751050094713171,0.600652929691391,-24.1066223923014,-7.02114085863568,0.167296627752787,-0.10364689595325,1.76247834943859,1.30262392614904,0.0704949156939215,0.029955659947346,0.30931487158167,0.111489642976675,3,56,1
42,0.2,0.6,0.25,1,0.001,2,0.3,"relu",0.6,0.9,4651.162109375,73.288,0.798249669271911,0.63983058252289,-23.1348452600617,-6.61470430076806,0.214634626465443,-0.00374771312058013,2.03614167162882,1.43196994257486,0.0847889038856592,0.0425943790549706,0.384349286584081,0.171425141188653,1,48,1
43,0.8,0.4,0.75,0.75,0.001,1,0.3,"relu",0.9,0.8,4528.4345703125,72.969,0.80134250596107,0.656962702539626,-22.4734929209206,-6.70625471293154,0.245323004645857,-0.0465280920154311,2.39915713726662,1.80246821001291,0.105836619578414,0.0569282629716906,0.384700518948743,0.206578848293244,1,41,1
44,1,0.4,0.75,0.5,0.002,1,0.3,"relu",0.3,0.8,4363.36767578125,72.298,0.828803676190606,0.684894841625611,-21.3869017440666,-6.65945398296844,0.29149101499587,-0.0592613735912016,2.82787904337983,2.29233125401295,0.137182087575134,0.0793119100507531,0.425551393789514,0.252809212410194,0,39,1
45,0,1,1,1,0.003,1,0.2,"relu",0.4,0.2,3756.0625,62.339,0.901538983034358,0.65780748809595,-18.3624912559531,-7.82406756873182,0.441132872048537,-0.48828628519158,5.23996201227702,2.16401610714199,0.21016269243058,0.0712563337439989,0.580599127335976,0.199796546399846,0,43,1
46,1,0.8,0.25,1,0.002,1,0.2,"relu",0.3,0.6,3866.841796875,70.264,0.893401401529972,0.664885627193319,-18.8726946373749,-7.23556974362677,0.414426538118924,-0.226129607610079,4.65704984262069,2.09093716185113,0.201493285670099,0.0706743909315837,0.562112107553758,0.207196190581763,0,38,1
47,0.4,0.4,0.5,0.75,0.001,2,0.4,"relu",1,0.1,5138.5380859375,81.511,0.688008747248184,0.58584166545705,-25.6560800481257,-6.66111143186299,0.08330290689406,-0.00131405266444391,1.28346687350402,1.14612462833825,0.028875241830926,0.0165088486884553,0.229807735200783,0.116203559564626,19,65,1
48,0.6,0.8,0.75,0.75,0.003,1,0.3,"relu",0.1,0.4,4271.025390625,73.304,0.845541265884184,0.707365696981082,-20.9619766956863,-6.53127426650025,0.317034120669915,-0.0211572308023921,3.39828655305283,2.24893465572819,0.145201795811244,0.078372156031518,0.454006058295742,0.262666737323561,0,35,1
49,1,1,0.25,0.75,0.003,2,0.2,"relu",0.2,0.2,4030.73828125,68.203,0.872316369547473,0.701960717345333,-19.7055315906126,-6.73676975863663,0.37305023066588,-0.100197009750296,3.85245171600601,2.36660984793276,0.17997815288118,0.0918014992964823,0.509158887405371,0.261689077647277,0,33,1
50,0.2,0.8,0.5,0.75,0.001,2,0.4,"relu",0.8,0,5086.0615234375,80.72,0.690253383991295,0.587116992693916,-25.4930614975661,-6.67745554297715,0.094365047449084,-0.00156460751492792,1.3299355215927,1.16697122953134,0.0331153366854021,0.0185125047099173,0.227100011645171,0.115853438199797,17,57,1
51,0.6,0,0.5,0.75,0.003,1,0.2,"relu",0.9,0.7,4073.6103515625,70.615,0.86411084704587,0.689351140312679,-20.0893510018265,-6.97539903523781,0.36056877863178,-0.150370108609237,3.94627580666257,2.02610658104771,0.167656774078648,0.0739389138798978,0.494842952930659,0.230854898752019,0,38,1
52,0.6,0.6,0.25,0.25,0.002,1,0.2,"relu",0.6,0.3,3990.95166015625,87.15,0.873666376179977,0.661627467973622,-19.4914662829202,-7.08238097919395,0.38277852636083,-0.197574228417234,4.10968074745889,2.94213676262757,0.188705258187665,0.0726322936207847,0.5187213097741,0.220210671500039,0,37,1
53,0.8,0.8,0.75,0.75,0.003,1,0.2,"relu",0.2,0.5,3988.83642578125,67.187,0.874229285332845,0.693238200545893,-19.4413072217029,-7.092380834003,0.387812994749317,-0.253598105888721,4.20888457204187,2.4842272599265,0.190219368024653,0.09820655620707,0.515179575519135,0.250742805944422,0,34,1
54,0.4,0,0,0,0.001,2,0.4,"relu",0.5,0.6,4746.05419921875,75.284,0.769901981349877,0.618245579207118,-23.6266438550792,-7.05386968513594,0.191398144514914,-0.10179448430129,1.89063062939813,1.39781616366651,0.0790012033929966,0.0367367315950402,0.339229023925812,0.130575016877332,3,50,1
55,0.8,0.6,0.75,0.5,0.003,2,0.4,"relu",0,1,4472.1259765625,60.89,0.735673460542462,0.642799244914629,-25.1548292777664,-6.5475519753159,0.125551493524119,0.0266819607534936,1.41925769786889,1.27354100974371,0.0574207026038254,0.0405617105533361,0.274252017390036,0.174350167107248,3,45,1
56,0.6,0.6,0.25,0.25,0.003,2,0.4,"relu",0.1,0.8,4677.96923828125,78.828,0.756178981084303,0.614406640368179,-23.6667844202733,-6.73166984233552,0.184263920343445,-0.0398769309439714,2.08341967681174,1.62090618709844,0.0806727108893494,0.0412322071240004,0.314412501176251,0.150388131038273,2,53,1
57,0.6,0.8,0.25,1,0.001,2,0.4,"relu",0.5,1,4720.84326171875,75.29,0.740500049313508,0.609580682849914,-24.8478432782625,-6.59635520547859,0.124395184343787,0.0132436933593331,1.41861721092199,1.16182982082933,0.04564207191747,0.0198305883304111,0.292785957816206,0.129551340494582,5,57,1
58,0.2,0.8,0.5,0,0.003,1,0.2,"relu",0.6,0.6,3975.74926757812,66.242,0.876889861853308,0.678299720222797,-19.380909725785,-7.07045106506281,0.389954107331155,-0.218726533724143,4.03836656502876,2.1438969986947,0.189246075216917,0.0801192642452701,0.51871826149959,0.23151484952625,0,39,1
59,0,1,0.25,0.25,0.003,2,0.1,"relu",0.7,0.7,3761.31201171875,61.73,0.893528516786444,0.669801615763154,-18.2830253067549,-7.54657525566872,0.437294243328266,-0.454887710790638,5.22328352873434,2.39859250255964,0.225775084540101,0.0905284515905619,0.564217759478781,0.234703559941844,0,39,1
60,0.6,0.2,0.75,0.25,0.001,1,0.4,"relu",0,0.7,4360.49462890625,59.52,0.734212158648814,0.622574263343494,-24.8121671623761,-6.49700586426752,0.136706634175576,0.0249926270704788,1.53386199310458,1.31682478383337,0.0640986611039337,0.037163447639404,0.286981999199557,0.173382867599738,5,54,1
61,0.4,0.2,0.75,1,0.001,2,0.3,"relu",1,0.5,4684.072265625,74.62,0.793444615784946,0.650611012918705,-23.1130117537424,-6.51752749769725,0.20983161794781,0.00987634160947909,1.92266671038976,1.53426396471738,0.0876131111977698,0.0507886127510047,0.36606588669172,0.193659097798273,1,45,1
62,1,0.8,0.25,0.25,0.001,2,0.4,"relu",0.4,1,4829.7255859375,75.111,0.706730301390223,0.594470465432004,-25.3377037849507,-6.52978355798244,0.101354143868726,0.028999677178491,1.35640183819473,1.24794731139448,0.0355954249839708,0.0235567441761004,0.238103104739882,0.142068009856408,13,62,1
63,0.4,0.2,0,0.75,0.001,2,0.2,"relu",1,1,4145.548828125,66.849,0.842529195865251,0.642970711624558,-21.0505900240516,-7.09599836592815,0.317008257582443,-0.187295503859153,3.38702842923406,2.10200096643086,0.151379085637874,0.0646692123415072,0.461374152165485,0.190735259684247,0,49,1
64,0.4,0.2,1,0.75,0.003,2,0.3,"relu",0.5,0.9,4439.36572265625,73.86,0.815090732948312,0.683290598290598,-21.962975801233,-6.6069456124942,0.269466802843163,-0.0434455673050864,2.91067724825706,2.35041924522859,0.119148377792807,0.0788998278128624,0.405704790123134,0.244881789527218,0,44,1
65,0.2,0.8,0,0.75,0.003,1,0.1,"relu",0.6,0.1,3294.74560546875,54.157,0.93015945948646,0.66560375521914,-15.7782247940709,-8.99726034838196,0.547390255691196,-1.16000907570423,9.67549854810268,3.22216852176071,0.312100295971405,0.112987552550074,0.670630585765681,0.215881300956522,0,45,1
66,0.4,0.8,1,1,0.002,2,0.1,"relu",0.4,0.8,3837.37329101562,68.446,0.888253253322886,0.678786462824924,-18.750166261277,-7.4060413204119,0.419815465949368,-0.324041088898113,5.35018474714426,3.40111838728226,0.206583449139053,0.0922960870169741,0.553216125477641,0.233455462311015,0,36,1
67,0.6,1,0.5,0.25,0.002,1,0.2,"relu",0.5,0.2,4112.52783203125,67.139,0.864316113685718,0.674080036772345,-19.94249798527,-7.01999572641438,0.35979103869663,-0.159155198029001,3.54936349261616,2.05905579524874,0.181356805968166,0.077029614314201,0.49454004521096,0.225751307428851,0,37,1
68,1,0.4,0,0.75,0.002,1,0.4,"relu",0.7,0.1,4422.22119140625,105.024,0.823777900658486,0.64766855651471,-21.5764697492341,-7.07124146828922,0.286331314831606,-0.147552650106902,2.92603176607831,1.71818176581233,0.141355516185107,0.0599303448124718,0.426627658243961,0.173462548847651,0,44,1
69,1,0,1,0.5,0.003,2,0.2,"relu",0.2,0.8,4253.43310546875,71.211,0.838995464042919,0.68836312547851,-20.8217778767213,-6.76219776286183,0.319194598287083,-0.107236008248038,3.1925344679826,2.38697087996741,0.154494023033548,0.0901598169130153,0.449517128927649,0.24388513848162,0,37,1
70,0.2,0.2,1,0.5,0.003,2,0.1,"relu",0.8,0.3,3796.76025390625,62.481,0.893850983221031,0.658957986457986,-18.2481598688769,-7.64664435043634,0.436766275114464,-0.476412830195168,5.15565812917534,2.37076453455264,0.240317784021588,0.0861691568944526,0.570782254470107,0.208025995967368,0,48,1
71,0.6,0.8,1,0,0.003,2,0.1,"relu",0.2,0.2,3686.2255859375,62.973,0.901291655411315,0.675599770599771,-17.9237420176306,-7.72564567668097,0.457812228333346,-0.437603248033184,6.00804005916341,2.61367269271745,0.236200868333916,0.0857035456980721,0.590080298413334,0.221863752355319,0,43,1
72,0,1,0,0.75,0.001,2,0.4,"relu",0.4,0.5,4739.5,72.504,0.773236441970198,0.606382584651815,-23.4222922391048,-6.92019541491803,0.196485601985238,-0.0875728556838305,1.8973963153752,1.33863253354886,0.0883492896397482,0.0385827067390452,0.336898705449712,0.116553451884513,0,62,1
73,1,1,0.5,0.75,0.001,2,0.1,"relu",0.4,0.9,4202.6181640625,66.681,0.85139055974975,0.65592327188481,-20.7805813297823,-7.04558444792437,0.329663408966342,-0.157570365909732,3.30259597934321,1.9506676661058,0.151065839916126,0.0644304253992374,0.472529845186301,0.202183353642759,0,46,1
74,0.4,1,1,0.75,0.003,1,0.2,"relu",0.4,0,3872.03125,65.313,0.887084883309476,0.684984378157455,-18.8888293023657,-7.02940272594676,0.412148740384877,-0.216095049478739,4.79086311606027,2.37574836355593,0.200299430289388,0.0874641411925497,0.549393884477885,0.250214604910225,0,33,1
75,0,0.6,0,1,0.001,2,0.4,"relu",0.7,0.1,4602.57421875,72.053,0.80238602794942,0.638445877484339,-22.8117878889021,-6.89415560882885,0.2322771611346,-0.0922351345225592,2.19041024215714,1.50825673031764,0.0983262690299103,0.0460291136458026,0.386809892756361,0.156518525681959,0,47,1
76,1,0,0.25,0.75,0.003,1,0.3,"relu",0.8,0.7,4365.66015625,74.164,0.828969382662126,0.666714788060942,-21.6323558783813,-6.83245903338049,0.287792049853519,-0.113501304709561,2.98561462134836,2.0560465663852,0.127735549553854,0.0678173124188184,0.433333287042059,0.21332452437194,0,38,1
77,0,0.8,0.25,1,0.002,1,0.4,"relu",0.5,1,4145.4169921875,68.101,0.851926802170353,0.671921269613577,-21.4052512831001,-6.69772035086425,0.300521745449815,-0.0820290110938526,2.82992459048487,1.90653997084351,0.121420698022152,0.0639073625806947,0.470765354361658,0.228029474148678,0,42,1
78,0,0.8,1,1,0.001,2,0.3,"relu",1,0.4,4664.4091796875,73.934,0.798276896490639,0.64362319304627,-23.1318048026798,-6.64179826461302,0.212660235479583,-0.0134812120072364,1.96631854099751,1.56000584400665,0.0835871645378839,0.0443708052627974,0.371707194553784,0.184945221645822,1,51,1
79,0.6,0.4,0.75,0.75,0.001,2,0.3,"relu",0.3,1,4537.4013671875,72.549,0.751589971622319,0.647454127069512,-24.0360207073389,-6.57205184272456,0.171053503032364,0.0271530785506879,1.89777091072409,1.48227079086181,0.0665776325338249,0.0378061863559964,0.317663873404176,0.179616534730567,6,48,1
80,0.8,1,0.75,1,0.003,2,0.2,"relu",0.5,0.1,3994.40625,66.756,0.877771848565632,0.680077059692444,-19.5956742542752,-7.02383172935562,0.379952391560149,-0.16180813443811,3.93777002650254,2.20158832026684,0.176066273022801,0.0801241092764557,0.519841415476573,0.231174406156292,0,35,1
81,0.8,0.4,0,0,0.001,2,0.3,"relu",0.6,0.7,4581.74609375,71.872,0.808296336344225,0.623987871103256,-22.5611482830137,-6.89947935113222,0.239822350977172,-0.0834976895818257,2.23856623583438,1.47355597411436,0.109412845974059,0.0460331475894524,0.397278336372136,0.142548782842715,0,46,1
82,0.2,0,1,0.25,0.003,1,0.4,"relu",0.8,0.8,4597.0302734375,78.396,0.80818668460755,0.66907746811593,-22.5901575036551,-6.58870583738728,0.238342186676254,-0.00454572444113675,2.34367716119677,1.63145669554695,0.100073437309206,0.0526890410428038,0.39160006281492,0.214281299357736,0,44,1
83,0.4,0.4,0.25,0.5,0.001,2,0.3,"relu",0.9,1,4588.326171875,75.199,0.774559672404231,0.641034400072862,-23.7745151173115,-6.50346450763693,0.183741034698265,0.0327385081610194,1.94080332031671,1.55233644447612,0.0713130123833022,0.036630162531188,0.338406213968148,0.183675884786443,3,49,1
84,1,1,0.5,0.75,0.003,2,0.2,"relu",0.1,0.4,4159.73828125,70.63,0.852228236336023,0.665323302054071,-20.6055028732456,-7.07897144050594,0.339311751541881,-0.196204256384378,3.7112409515927,2.72682505890723,0.154821586259823,0.0694680008787806,0.47625069656327,0.228553520416037,0,38,1
85,1,0.6,1,1,0.003,1,0.1,"relu",0.5,0.6,3711.24609375,63.681,0.894322634944638,0.646532687398072,-18.231395981295,-8.19058029794979,0.450123790578014,-0.627511015826894,7.09012457694359,8.67655807092275,0.231187916489287,0.0771137650482142,0.575667633263974,0.200058209083009,0,47,1
86,0.8,0.2,0.25,0.5,0.002,2,0.1,"relu",1,0,3839.34057617188,64.18,0.886296380517026,0.666054757208603,-18.6826712299539,-7.43790236300828,0.419233000464753,-0.330674440022056,4.84563430400013,2.39481373518386,0.215245794547626,0.0837204168487954,0.545153496678143,0.215487265843714,0,41,1
87,0.8,0.2,1,0.25,0.003,1,0.4,"relu",0.2,0.4,4588.5146484375,82.472,0.799718339632282,0.641695690349537,-22.6297617382699,-6.61781520172881,0.235622987314941,-0.0343152590362867,2.34906016492005,1.64039815001745,0.103617279133674,0.0516224242219359,0.375638056543139,0.189912402907532,1,50,1
88,0.2,0.8,1,1,0.001,2,0.4,"relu",0.6,0.2,5051.9609375,80.231,0.743475734975464,0.598834413449798,-25.079395209399,-6.59732904922639,0.111986074724508,0.0137981659654562,1.34775931076501,1.15307864376675,0.038932066776428,0.0184203105883698,0.286804155358453,0.118973209298105,7,55,1
